company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status
S2023-013,0000002969,APD,Air Products,0000002969-23-000047,2023,2023-11-16,1.0.3,0.3.0,2.908145416227608,2.79,0.8230378373923679,1.19,5.0,19929,26537,6608,0.7509891849116328,1933,4825,warning_stem_collisions
S2023-014,0001559720,ABNB,Airbnb,0001559720-24-000006,2023,2024-02-16,1.0.3,0.3.0,2.846724435672875,2.72,0.8148424781151132,1.19,5.0,32428,43425,10997,0.7467587795048934,2661,8628,warning_stem_collisions
S2023-015,0001086222,AKAM,Akamai Technologies,0001086222-24-000040,2023,2024-02-28,1.0.3,0.3.0,2.8676781074058035,2.76,0.7901614497116165,1.19,5.0,18472,24605,6133,0.7507417191627718,2050,4629,warning_stem_collisions
S2023-016,0000915913,ALB,Albemarle Corporation,0000915913-24-000016,2023,2024-02-15,1.0.3,0.3.0,2.922933571404953,2.82,0.8397459030444218,1.19,5.0,30243,40570,10327,0.7454523046586148,2664,7089,warning_stem_collisions
S2023-017,0001035443,ARE,Alexandria Real Estate Equities,0001035443-24-000072,2023,2024-01-29,1.0.3,0.3.0,2.883713664124138,2.75,0.8203672713553736,1.26,5.0,38151,50043,11892,0.7623643666446855,2736,8788,warning_stem_collisions
S2023-018,0001097149,ALGN,Align Technology,0001097149-24-000011,2023,2024-02-28,1.0.3,0.3.0,2.8914489394931735,2.83,0.8161545402609746,1.04,5.0,19849,26905,7056,0.7377439137706746,2499,5175,warning_stem_collisions
S2023-019,0001579241,ALLE,Allegion,0001579241-24-000006,2023,2024-02-20,1.0.3,0.3.0,2.8366046337350905,2.75,0.7891204854578916,1.04,5.0,16013,21330,5317,0.7507266760431317,2004,4070,warning_stem_collisions
S2023-020,0000352541,LNT,Alliant Energy,0000352541-24-000014,2023,2024-02-16,1.0.3,0.3.0,2.919311073541843,2.855,0.8118296960038169,1.26,5.0,21294,30693,9399,0.6937738246505718,1929,5461,warning_stem_collisions
S2023-021,0000899051,ALL,Allstate,0000899051-24-000013,2023,2024-02-21,1.0.3,0.3.0,2.821828188363817,2.74,0.7667015492214408,1.19,5.0,36249,48559,12310,0.7464939558063387,2479,8669,warning_stem_collisions
S2023-022,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-24-000022,2023,2024-01-31,1.0.3,0.3.0,2.9056589724497393,2.82,0.822108099403453,1.23,5.0,17459,22932,5473,0.7613378684807256,2141,4337,warning_stem_collisions
S2023-023,0000764180,MO,Altria,0000764180-24-000018,2023,2024-02-27,1.0.3,0.3.0,2.9301281325788193,2.82,0.8401627169896262,1.26,5.0,24740,34406,9666,0.7190606289600651,2228,6194,warning_stem_collisions
S2023-024,0001018724,AMZN,Amazon,0001018724-24-000008,2023,2024-02-02,1.0.3,0.3.0,2.9212093736922866,2.86,0.8103622828921133,1.19,5.0,14338,19117,4779,0.7500130773656954,1761,3808,warning_stem_collisions
S2023-025,0001748790,AMCR,Amcor,0001748790-23-000030,2023,2023-08-17,1.0.3,0.3.0,2.873495400023291,2.76,0.8184043713840584,1.04,5.0,17174,22652,5478,0.7581670492671728,1943,4102,warning_stem_collisions
S2023-026,0001002910,AEE,Ameren,0001002910-24-000056,2023,2024-02-29,1.0.3,0.3.0,2.9218481186644523,2.86,0.8030901268593955,1.19,5.0,34922,50945,16023,0.6854843458631857,2137,8549,warning_stem_collisions
S2023-027,0000006201,AAL,American Airlines Group,0000006201-24-000010,2023,2024-02-21,1.0.3,0.3.0,2.901224212262377,2.82,0.8226894321581182,1.19,5.0,34561,46126,11565,0.7492737284828513,2466,8129,warning_stem_collisions
S2023-028,0000004904,AEP,American Electric Power,0000004904-24-000020,2023,2024-02-26,1.0.3,0.3.0,2.8734910704621717,2.8,0.7918239728118959,1.26,5.0,46195,64548,18353,0.7156689595339902,2550,10877,warning_stem_collisions
S2023-029,0000004962,AXP,American Express,0000004962-24-000013,2023,2024-02-09,1.0.3,0.3.0,2.8336060567093164,2.72,0.8121754486072289,1.26,5.0,31106,41110,10004,0.7566528825103381,2450,7656,warning_stem_collisions
S2023-030,0000005272,AIG,American International Group,0000005272-24-000023,2023,2024-02-14,1.0.3,0.3.0,2.788054187192118,2.7,0.7662453146832071,1.19,5.0,52374,69740,17366,0.7509893891597361,2700,12419,warning_stem_collisions
S2023-031,0001053507,AMT,American Tower,0001053507-24-000011,2023,2024-02-27,1.0.3,0.3.0,2.923180176111989,2.82,0.8098472126513248,1.19,5.0,26574,35956,9382,0.7390699744131717,2107,6373,warning_stem_collisions
S2023-032,0001410636,AWK,American Water Works,0001410636-24-000050,2023,2024-02-14,1.0.3,0.3.0,2.955459817226827,2.86,0.8543368298286068,1.19,5.0,32937,44820,11883,0.7348728246318608,2612,8183,warning_stem_collisions
S2023-033,0000820027,AMP,Ameriprise Financial,0000820027-24-000015,2023,2024-02-22,1.0.3,0.3.0,2.868190510603997,2.74,0.7821582737713034,1.19,5.0,35977,47773,11796,0.7530822849726834,2313,8237,warning_stem_collisions
S2023-034,0001037868,AME,Ametek,0001037868-24-000009,2023,2024-02-22,1.0.3,0.3.0,2.9058146197924737,2.86,0.8072976774706725,1.04,5.0,12914,16992,4078,0.7600047080979284,1717,2980,warning_stem_collisions
S2023-035,0000318154,AMGN,Amgen,0000318154-24-000011,2023,2024-02-14,1.0.3,0.3.0,2.884279098917169,2.8,0.8020682870487681,1.19,5.0,28721,40392,11671,0.7110566448801743,2643,7568,warning_stem_collisions
S2023-036,0000820313,APH,Amphenol,0001558370-24-000866,2023,2024-02-07,1.0.3,0.3.0,2.9361486702979813,2.86,0.8176323570313573,1.19,5.0,24968,33301,8333,0.7497672742560283,1875,6228,warning_stem_collisions
S2023-037,0000006281,ADI,Analog Devices,0000006281-23-000203,2023,2023-11-21,1.0.3,0.3.0,2.864090257089264,2.76,0.8034550909753043,1.04,5.0,18126,23925,5799,0.7576175548589341,2047,4643,warning_stem_collisions
S2023-038,0000315293,AON,Aon plc,0001628280-24-005392,2023,2024-02-16,1.0.3,0.3.0,2.826003602550996,2.74,0.7744262788204923,1.19,4.97,20541,27438,6897,0.7486332823092062,2061,5052,warning_stem_collisions
S2023-039,0000320193,AAPL,Apple Inc.,0000320193-23-000106,2023,2023-11-03,1.0.3,0.3.0,2.9548021770985975,2.86,0.8746422143665679,1.26,5.0,9554,12985,3431,0.7357720446669234,1456,2501,warning_stem_collisions
S2023-040,0000006951,AMAT,Applied Materials,0000006951-23-000041,2023,2023-12-15,1.0.3,0.3.0,2.866631545741325,2.76,0.8174514623288293,1.29,5.0,15850,20885,5035,0.7589178836485516,1803,4220,warning_stem_collisions
S2023-041,0001521332,APTV,Aptiv,0001521332-24-000011,2023,2024-02-06,1.0.3,0.3.0,2.8798288980580686,2.77,0.8108743698578035,1.26,5.0,26417,35467,9050,0.7448332252516424,2272,6343,warning_stem_collisions
S2023-042,0000947484,ACGL,Arch Capital Group,0000947484-24-000020,2023,2024-02-23,1.0.3,0.3.0,2.8463698873740366,2.76,0.7932257408752721,1.19,5.0,42175,56139,13964,0.7512602647001193,2669,9467,warning_stem_collisions
S2023-043,0000007084,ADM,Archer Daniels Midland,0000007084-24-000009,2023,2024-03-12,1.0.3,0.3.0,2.975709179834462,2.89,0.8362528422079247,1.04,5.0,21264,28882,7618,0.7362371026937192,2203,5194,warning_stem_collisions
S2023-044,0001596532,ANET,Arista Networks,0001596532-24-000043,2023,2024-02-13,1.0.3,0.3.0,2.856381287891201,2.76,0.8085387625116517,1.19,5.0,24412,33009,8597,0.7395558786997486,2479,6700,warning_stem_collisions
S2023-045,0000354190,AJG,Arthur J. Gallagher & Co.,0000950170-24-013370,2023,2024-02-09,1.0.3,0.3.0,2.851272663085962,2.74,0.7820576372856202,1.19,5.0,39657,51502,11845,0.7700089316919732,2206,8892,warning_stem_collisions
S2023-046,0001267238,AIZ,Assurant,0001267238-24-000008,2023,2024-02-15,1.0.3,0.3.0,2.8204670197400095,2.74,0.793400432735874,1.26,5.0,31155,40801,9646,0.7635842258768167,2376,7623,warning_stem_collisions
S2023-047,0000731802,ATO,Atmos Energy,0000731802-23-000028,2023,2023-11-14,1.0.3,0.3.0,2.881480941622331,2.79,0.8002709396195276,1.26,5.0,13721,17928,4207,0.765339134315038,1618,3106,warning_stem_collisions
S2023-048,0000866787,AZO,AutoZone,0001558370-23-016668,2023,2023-10-24,1.0.3,0.3.0,2.952190901308548,2.86,0.833138134572142,1.19,5.0,16354,21593,5239,0.75737507525587,1768,3850,warning_stem_collisions
S2023-049,0000769397,ADSK,Autodesk,0000769397-23-000036,2023,2023-03-14,1.0.3,0.3.0,2.860707052108267,2.76,0.7967014873678877,1.19,5.0,21724,29193,7469,0.7441509951015655,2172,5451,warning_stem_collisions
S2023-050,0000008670,ADP,Automatic Data Processing,0000008670-23-000030,2023,2023-08-03,1.0.3,0.3.0,2.9096309396689803,2.82,0.8113574252671033,1.23,4.96,14984,20225,5241,0.7408652657601977,1977,3606,warning_stem_collisions
S2023-051,0000915912,AVB,AvalonBay Communities,0000915912-24-000004,2023,2024-02-23,1.0.3,0.3.0,2.882750243480143,2.74,0.815183578791596,1.19,5.0,18482,24548,6066,0.7528922926511324,1874,4558,warning_stem_collisions
S2023-052,0000008818,AVY,Avery Dennison,0000008818-24-000003,2023,2024-02-21,1.0.3,0.3.0,2.881941508970263,2.76,0.8125076345489488,1.26,5.0,16276,21796,5520,0.7467425215635897,1936,4127,warning_stem_collisions
S2023-053,0001069183,AXON,Axon Enterprise,0001069183-24-000006,2023,2024-02-27,1.0.3,0.3.0,2.8803912863070535,2.81,0.81121339396393,1.19,5.0,24100,31951,7851,0.754279991236581,2247,5731,warning_stem_collisions
S2023-054,0001037540,BXP,"BXP, Inc.",0001656423-24-000007,2023,2024-02-27,1.0.3,0.3.0,2.9157590519718655,2.79,0.8242954677897442,1.19,5.0,36539,49202,12663,0.7426324133165318,2400,8074,warning_stem_collisions
S2023-055,0001701605,BKR,Baker Hughes,0001701605-24-000033,2023,2024-02-05,1.0.3,0.3.0,2.909603367246811,2.82,0.8356044000075695,1.26,5.0,19363,26005,6642,0.7445875793116709,2371,4816,warning_stem_collisions
S2023-056,0000009389,BALL,Ball Corporation,0001558370-24-001349,2023,2024-02-20,1.0.3,0.3.0,2.970695967203737,2.86,0.8628236110563399,1.22,5.0,20978,27858,6880,0.7530332400028718,1886,5026,warning_stem_collisions
S2023-057,0000070858,BAC,Bank of America,0000070858-24-000122,2023,2024-02-20,1.0.3,0.3.0,2.8459298735831626,2.72,0.8005428962955179,1.26,5.0,44377,59247,14870,0.7490168278562628,2586,10760,warning_stem_collisions
S2023-058,0001390777,BK,Bank of New York Mellon,0001390777-24-000051,2023,2024-02-28,1.0.3,0.3.0,2.921854967948718,2.76,0.8579560982158144,1.19,4.96,2496,3410,914,0.7319648093841642,750,544,warning_stem_collisions
S2023-059,0000701985,BBWI,"Bath & Body Works, Inc.",0000701985-23-000008,2023,2023-03-17,1.0.3,0.3.0,2.930164157839311,2.86,0.8403238161711174,1.3,5.0,16143,21153,5010,0.7631541625301376,2001,3869,warning_stem_collisions
S2023-060,0000010456,BAX,Baxter International,0001628280-24-003932,2023,2024-02-08,1.0.3,0.3.0,2.871609225380975,2.76,0.8075328867290743,1.26,5.0,26839,36461,9622,0.736101587998135,2301,7111,warning_stem_collisions
S2023-061,0000010795,BDX,Becton Dickinson,0000010795-23-000098,2023,2023-11-21,1.0.3,0.3.0,2.8808452914798206,2.79,0.7961392848105393,1.19,5.0,17840,24597,6757,0.7252917022401106,2090,4741,warning_stem_collisions
S2023-062,0001067983,BRK-B,Berkshire Hathaway,0000950170-24-019719,2023,2024-02-26,1.0.3,0.3.0,2.937801100584331,2.86,0.8303144111529551,1.26,5.0,35254,48370,13116,0.7288401902005375,2587,8760,warning_stem_collisions
S2023-063,0000764478,BBY,Best Buy,0000764478-23-000006,2023,2023-03-17,1.0.3,0.3.0,2.886597645148193,2.81,0.8155129906513461,1.19,5.0,14778,19247,4469,0.7678079700732582,1958,3479,warning_stem_collisions
S2023-064,0000012208,BIO,Bio-Rad Laboratories,0000012208-24-000013,2023,2024-02-16,1.0.3,0.3.0,2.8399720608778765,2.74,0.779629963437748,1.28,5.0,13601,18002,4401,0.7555271636484835,1819,3406,warning_stem_collisions
S2023-065,0000842023,TECH,Bio-Techne,0001558370-23-015226,2023,2023-08-23,1.0.3,0.3.0,2.873795914358672,2.79,0.797756158128819,1.19,5.0,20364,26714,6350,0.7622969229617429,2033,4817,warning_stem_collisions
S2023-066,0000875045,BIIB,Biogen,0000875045-24-000009,2023,2024-02-14,1.0.3,0.3.0,2.8615673192286306,2.77,0.7654681722157188,1.19,5.0,34173,46604,12431,0.733263239206935,2539,7585,warning_stem_collisions
S2023-067,0001393818,BX,Blackstone Inc.,0001193125-24-044485,2023,2024-02-23,1.0.3,0.3.0,2.891102909137511,2.79,0.81639446760834,1.24,5.0,39015,52109,13094,0.7487190312613944,2621,8725,warning_stem_collisions
S2023-068,0000012927,BA,Boeing,0000012927-24-000010,2023,2024-01-31,1.0.3,0.3.0,2.8939604777893986,2.82,0.8067794207351543,1.26,5.0,18167,24664,6497,0.7365796302302952,1959,4955,warning_stem_collisions
S2023-069,0001075531,BKNG,Booking Holdings,0001075531-24-000014,2023,2024-02-22,1.0.3,0.3.0,2.9004920819540128,2.82,0.8142950748705956,1.23,5.0,22354,29635,7281,0.7543107811709128,2089,5676,warning_stem_collisions
S2023-070,0000908255,BWA,BorgWarner,0000908255-24-000007,2023,2024-02-08,1.0.3,0.3.0,2.9089573314233093,2.83,0.8101390064567868,1.19,5.0,19546,26369,6823,0.7412491941294702,1887,4745,warning_stem_collisions
S2023-071,0000885725,BSX,Boston Scientific,0000885725-24-000017,2023,2024-02-20,1.0.3,0.3.0,2.8524283510595114,2.74,0.7978387459953904,1.19,5.0,24634,32758,8124,0.7519995115696929,2486,5790,warning_stem_collisions
S2023-072,0000014272,BMY,Bristol Myers Squibb,0000014272-24-000044,2023,2024-02-13,1.0.3,0.3.0,2.8866014364105874,2.79,0.8024250345340683,1.26,5.0,24784,34686,9902,0.7145245920544312,2549,6234,warning_stem_collisions
S2023-073,0001730168,AVGO,Broadcom,0001730168-23-000096,2023,2023-12-14,1.0.3,0.3.0,2.8650453079404086,2.8,0.7998207666965235,1.19,5.0,19533,25918,6385,0.7536461146693417,2220,4815,warning_stem_collisions
S2023-074,0001383312,BR,Broadridge Financial Solutions,0001383312-23-000037,2023,2023-08-08,1.0.3,0.3.0,2.8927383137212566,2.82,0.794376223486398,1.28,5.0,18526,24813,6287,0.7466247531535889,2004,4503,warning_stem_collisions
S2023-075,0000079282,BRO,Brown & Brown,0000950170-24-018890,2023,2024-02-22,1.0.3,0.3.0,2.888412020470199,2.85,0.776502248182405,1.26,5.0,25989,34442,8453,0.7545729051739156,1995,6041,warning_stem_collisions
S2023-076,0000014693,BF-B,Brown–Forman,0000014693-23-000074,2023,2023-06-16,1.0.3,0.3.0,2.9391087141640644,2.82,0.8609214629452396,1.19,5.0,14092,18980,4888,0.7424657534246575,2071,3502,warning_stem_collisions
S2023-077,0001316835,BLDR,Builders FirstSource,0000950170-24-018584,2023,2024-02-22,1.0.3,0.3.0,2.8956575774438877,2.82,0.8178200654249105,1.19,5.0,21564,28542,6978,0.7555181837292411,1993,5335,warning_stem_collisions
S2023-078,0001996862,BG,Bunge Global,0001996862-24-000007,2023,2024-02-22,1.0.3,0.3.0,2.9042345917471466,2.82,0.8218070795258523,1.26,5.0,28475,39014,10539,0.7298662018762495,2344,6782,warning_stem_collisions
S2023-079,0001043277,CHRW,C.H. Robinson,0001043277-24-000011,2023,2024-02-16,1.0.3,0.3.0,2.941893582624587,2.83,0.8331905591334218,1.19,5.0,14227,18621,4394,0.7640298587616132,1920,3331,warning_stem_collisions
S2023-080,0001138118,CBRE,CBRE Group,0001138118-24-000006,2023,2024-02-20,1.0.3,0.3.0,2.859744557065588,2.76,0.7873928203241728,1.19,5.0,22001,29034,7033,0.7577667562168492,2056,5177,warning_stem_collisions
S2023-081,0001402057,CDW,CDW Corporation,0001402057-24-000015,2023,2024-02-26,1.0.3,0.3.0,2.895185448850288,2.82,0.8014567471077708,1.26,5.0,14047,18463,4416,0.7608189351676325,1794,3430,warning_stem_collisions
S2023-082,0001324404,CF,CF Industries,0001324404-24-000008,2023,2024-02-22,1.0.3,0.3.0,2.9584195936966013,2.87,0.8275560910665741,1.19,5.0,26335,35651,9316,0.7386889568315054,2185,6578,warning_stem_collisions
S2023-083,0001156375,CME,CME Group,0001156375-24-000010,2023,2024-02-28,1.0.3,0.3.0,2.9266801265960933,2.85,0.8172486341818772,1.19,5.0,18326,24997,6671,0.7331279753570429,2070,4668,warning_stem_collisions
S2023-084,0000811156,CMS,CMS Energy,0000811156-24-000044,2023,2024-02-08,1.0.3,0.3.0,2.924839505002134,2.89,0.7974613283900227,1.19,5.0,21091,30081,8990,0.7011402546457897,1992,6062,warning_stem_collisions
S2023-085,0000277948,CSX,CSX Corporation,0000277948-24-000010,2023,2024-02-14,1.0.3,0.3.0,3.0137992531547773,2.9,0.8547930076292117,1.19,5.0,15532,21255,5723,0.7307457068924958,1900,3676,warning_stem_collisions
S2023-086,0000064803,CVS,CVS Health,0000064803-24-000007,2023,2024-02-07,1.0.3,0.3.0,2.889028098156814,2.8,0.8089994210984094,1.26,5.0,45519,62053,16534,0.7335503521183504,2793,11926,warning_stem_collisions
S2023-087,0000813672,CDNS,Cadence Design Systems,0000813672-24-000034,2023,2024-02-14,1.0.3,0.3.0,2.8391953277092794,2.72,0.7865096919723552,1.26,5.0,20033,27104,7071,0.7391159976387249,2180,5348,warning_stem_collisions
S2023-088,0001590895,CZR,Caesars Entertainment,0001590895-24-000051,2023,2024-02-20,1.0.3,0.3.0,2.9246954846993365,2.86,0.8156696491870384,1.19,5.0,23365,32025,8660,0.7295862607338017,2315,5869,warning_stem_collisions
S2023-089,0000906345,CPT,Camden Property Trust,0000906345-24-000007,2023,2024-02-22,1.0.3,0.3.0,2.852794897282969,2.72,0.7862388078078151,1.3,5.0,12072,15926,3854,0.7580057767173176,1501,2940,warning_stem_collisions
S2023-090,0000016732,CPB,Campbell's,0000016732-23-000109,2023,2023-09-21,1.0.3,0.3.0,2.906364128595601,2.82,0.8283753483979215,1.3,5.0,14775,19247,4472,0.7676521016262274,1757,3500,warning_stem_collisions
S2023-091,0000927628,COF,Capital One,0000927628-24-000094,2023,2024-02-23,1.0.3,0.3.0,2.8476659403730666,2.72,0.8006287150604503,1.26,5.0,37634,49384,11750,0.7620686862141585,2431,8544,warning_stem_collisions
S2023-092,0001170010,KMX,CarMax,0001170010-23-000010,2023,2023-04-13,1.0.3,0.3.0,2.9249954564730114,2.86,0.8241300699802596,1.19,5.0,16507,21622,5115,0.763435389880677,1922,3655,warning_stem_collisions
S2023-093,0000721371,CAH,Cardinal Health,0000721371-23-000060,2023,2023-08-15,1.0.3,0.3.0,2.856637217480808,2.76,0.7939024719544929,1.26,5.0,23317,30746,7429,0.7583750731802511,1823,5614,warning_stem_collisions
S2023-094,0000815097,CCL,Carnival Corporation,0000815097-24-000011,2023,2024-01-26,1.0.3,0.3.0,2.9706451077943616,2.86,0.8694897053984719,1.19,5.0,18090,24097,6007,0.750715856745653,2318,4309,warning_stem_collisions
S2023-095,0001783180,CARR,Carrier Global,0001783180-24-000009,2023,2024-02-06,1.0.3,0.3.0,2.901319263903757,2.82,0.8139275506315188,1.26,5.0,19617,26318,6701,0.7453833877954252,2106,4766,warning_stem_collisions
S2023-096,0000018230,CAT,Caterpillar Inc.,0000018230-24-000009,2023,2024-02-16,1.0.3,0.3.0,2.917519097308902,2.8,0.8317744469133348,1.19,5.0,20029,26491,6462,0.7560680985995244,2058,4863,warning_stem_collisions
S2023-097,0001374310,CBOE,Cboe Global Markets,0001558370-24-001277,2023,2024-02-16,1.0.3,0.3.0,2.9330372957808457,2.87,0.8127495269714078,1.26,5.0,36358,50924,14566,0.7139659099835048,2404,8865,warning_stem_collisions
S2023-098,0001306830,CE,Celanese,0001306830-24-000029,2023,2024-02-23,1.0.3,0.3.0,2.9232765011119346,2.82,0.8309049005108359,1.19,5.0,20235,27574,7339,0.7338434757380141,2274,5059,warning_stem_collisions
S2023-099,0001140859,COR,Cencora,0001140859-23-000197,2023,2023-11-21,1.0.3,0.3.0,2.8817830053300533,2.8,0.7998873136235686,1.19,5.0,19512,25985,6473,0.7508947469694054,2085,4750,warning_stem_collisions
S2023-100,0001071739,CNC,Centene Corporation,0001071739-24-000037,2023,2024-02-20,1.0.3,0.3.0,2.8296410036457216,2.75,0.7660812462673272,1.26,5.0,23315,31228,7913,0.7466056103496862,2271,5602,warning_stem_collisions
S2023-101,0001130310,CNP,CenterPoint Energy,0001130310-24-000010,2023,2024-02-20,1.0.3,0.3.0,2.8993954310980103,2.85,0.8087621353696757,1.19,5.0,33925,48072,14147,0.7057122649359294,2557,8660,warning_stem_collisions
S2023-102,0001100682,CRL,Charles River Laboratories,0001100682-24-000007,2023,2024-02-14,1.0.3,0.3.0,2.8846837228041906,2.79,0.818269671026316,1.19,5.0,24820,33117,8297,0.749464021499532,2502,5824,warning_stem_collisions
S2023-103,0000316709,SCHW,Charles Schwab Corporation,0000316709-24-000018,2023,2024-02-23,1.0.3,0.3.0,2.9239259340099677,2.8,0.8028029834644589,1.19,5.0,27489,37925,10436,0.724825313117996,2197,6423,warning_stem_collisions
S2023-104,0001091667,CHTR,Charter Communications,0001091667-24-000028,2023,2024-02-02,1.0.3,0.3.0,2.9395920062289123,2.89,0.809735512988664,1.26,5.0,19265,25741,6476,0.7484169224194864,2241,4669,warning_stem_collisions
S2023-105,0000093410,CVX,Chevron Corporation,0000093410-24-000013,2023,2024-02-26,1.0.3,0.3.0,3.0163861991642036,2.87,0.884130736704306,1.19,5.0,19622,27968,8346,0.701587528604119,2223,5190,warning_stem_collisions
S2023-106,0001058090,CMG,Chipotle Mexican Grill,0001562762-24-000023,2023,2024-02-08,1.0.3,0.3.0,2.9276728182671254,2.82,0.8717164828384686,1.26,5.0,12788,16436,3648,0.77804818690679,1925,2820,warning_stem_collisions
S2023-107,0000896159,CB,Chubb Limited,0000896159-24-000003,2023,2024-02-23,1.0.3,0.3.0,2.8166693159540084,2.72,0.7757002136448568,1.25,5.0,37746,50206,12460,0.7518224913356969,2589,8309,warning_stem_collisions
S2023-108,0000313927,CHD,Church & Dwight,0000950170-24-015810,2023,2024-02-15,1.0.3,0.3.0,2.960430111853223,2.86,0.8524464129928603,1.19,5.0,24854,33091,8237,0.7510803541748512,2268,6164,warning_stem_collisions
S2023-109,0001739940,CI,Cigna,0001739940-24-000005,2023,2024-02-29,1.0.3,0.3.0,2.860687785388128,2.74,0.7897612128990402,1.19,5.0,31536,42575,11039,0.7407163828537874,2597,8148,warning_stem_collisions
S2023-110,0000020286,CINF,Cincinnati Financial,0000020286-24-000014,2023,2024-02-26,1.0.3,0.3.0,2.854894160456247,2.76,0.7760973332002804,1.19,5.0,28581,37139,8558,0.769568378254665,2346,6332,warning_stem_collisions
S2023-111,0000723254,CTAS,Cintas,0000723254-23-000025,2023,2023-07-27,1.0.3,0.3.0,2.8515075931891394,2.74,0.8027913856046689,1.26,5.0,10865,14693,3828,0.7394677737698223,1543,2927,warning_stem_collisions
S2023-112,0000858877,CSCO,Cisco,0000858877-23-000023,2023,2023-09-07,1.0.3,0.3.0,2.8651430289063677,2.8,0.7954960326813368,1.19,5.0,19961,26440,6479,0.7549546142208775,2113,5016,warning_stem_collisions
S2023-113,0000831001,C,Citigroup,0000831001-24-000033,2023,2024-02-23,1.0.3,0.3.0,2.851788560266893,2.72,0.8084113010178923,1.19,5.0,57851,81409,23558,0.710621675736098,2869,14690,warning_stem_collisions
S2023-114,0000759944,CFG,Citizens Financial Group,0000759944-24-000039,2023,2024-02-16,1.0.3,0.3.0,2.8527741228070176,2.72,0.810963227725518,1.19,4.97,26448,35257,8809,0.7501489066001078,2411,6258,warning_stem_collisions
S2023-115,0000021076,CLX,Clorox,0000021076-23-000037,2023,2023-08-10,1.0.3,0.3.0,2.9340266320999295,2.82,0.8548051443366995,1.19,5.0,8486,11591,3105,0.7321197480804073,1561,2238,warning_stem_collisions
