company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,lm_ai_status
S2023-001,0000066740,MMM,3M,0000066740-24-000016,2023,2024-02-07,1.0.3,0.3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,118,success,2,1,0.01694915254237288,0.00847457627118644,0.3333333333333333,0.025423728813559324,0.00847457627118644,3,success,success
S2023-002,0000091142,AOS,A. O. Smith,0000091142-24-000041,2023,2024-02-13,1.0.3,0.3.0,3,0.05555555555555555,0,0.0,2,0.037037037037037035,0,0.0,0,0.0,54,success,3,1,0.05555555555555555,0.018518518518518517,0.5,0.07407407407407407,0.037037037037037035,7,success,success
S2023-003,0000874761,AES,AES Corporation,0000874761-24-000011,2023,2024-02-26,1.0.3,0.3.0,1,0.0070921985815602835,0,0.0,1,0.0070921985815602835,0,0.0,0,0.0,141,success,2,0,0.014184397163120567,0.0,1.0,0.014184397163120567,0.014184397163120567,3,success,success
S2023-004,0001841666,APA,APA Corporation,0001784031-24-000003,2023,2024-02-22,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2023-005,0000732717,T,AT&T,0000732717-24-000009,2023,2024-02-23,1.0.3,0.3.0,2,0.017543859649122806,0,0.0,2,0.017543859649122806,0,0.0,0,0.0,114,success,2,6,0.017543859649122806,0.05263157894736842,-0.5,0.07017543859649122,-0.03508771929824561,10,success,success
S2023-006,0001551152,ABBV,AbbVie,0001551152-24-000011,2023,2024-02-20,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2023-007,0000001800,ABT,Abbott Laboratories,0001628280-24-005348,2023,2024-02-16,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2023-008,0001467373,ACN,Accenture,0001467373-23-000324,2023,2023-10-12,1.0.3,0.3.0,18,0.015437392795883362,14,0.012006861063464836,11,0.009433962264150943,2,0.0017152658662092624,6,0.005145797598627788,1166,success,30,21,0.025728987993138937,0.018010291595197257,0.17647058823529413,0.04373927958833619,0.007718696397941681,89,success,success
S2023-009,0000796343,ADBE,Adobe Inc.,0000796343-24-000006,2023,2024-01-17,1.0.3,0.3.0,33,0.01171875,20,0.007102272727272727,24,0.008522727272727272,9,0.0031960227272727275,9,0.0031960227272727275,2816,success,84,61,0.029829545454545456,0.02166193181818182,0.15862068965517243,0.05149147727272727,0.008167613636363636,207,success,success
S2023-010,0000002488,AMD,Advanced Micro Devices,0000002488-24-000012,2023,2024-01-31,1.0.3,0.3.0,36,0.014106583072100314,20,0.007836990595611285,27,0.010579937304075235,10,0.003918495297805642,10,0.003918495297805642,2552,success,38,34,0.014890282131661442,0.013322884012539185,0.05555555555555555,0.02821316614420063,0.001567398119122257,143,success,success
S2023-011,0000004977,AFL,Aflac,0000004977-24-000053,2023,2024-02-22,1.0.3,0.3.0,4,0.02666666666666667,3,0.02,1,0.006666666666666667,2,0.013333333333333334,0,0.0,150,success,3,2,0.02,0.013333333333333334,0.2,0.03333333333333333,0.006666666666666667,13,success,success
S2023-012,0001090872,A,Agilent Technologies,0001090872-23-000020,2023,2023-12-20,1.0.3,0.3.0,1,0.0072992700729927005,0,0.0,0,0.0,1,0.0072992700729927005,0,0.0,137,success,2,0,0.014598540145985401,0.0,1.0,0.014598540145985401,0.014598540145985401,4,success,success
S2023-013,0000002969,APD,Air Products,0000002969-23-000047,2023,2023-11-16,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2023-014,0001559720,ABNB,Airbnb,0001559720-24-000006,2023,2024-02-16,1.0.3,0.3.0,38,0.027941176470588237,24,0.01764705882352941,28,0.020588235294117647,6,0.004411764705882353,12,0.008823529411764706,1360,success,15,43,0.011029411764705883,0.03161764705882353,-0.4827586206896552,0.04264705882352941,-0.020588235294117647,133,success,success
