company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,lm_report_status
S2024-001,0000066740,MMM,3M,0000066740-25-000006,2024,2025-02-05,1.0.3,0.3.0,209,1689,-0.779768177028451,918,0.01496527664569137,352,0.005738319585275994,87,0.0014182778520426462,1477,0.02407811939617228,427,0.006960972906002413,0.003407127253757621,0.027534152782758958,-0.024127025529001336,0.03094128003651658,4252,61342,success
S2024-002,0000091142,AOS,A. O. Smith,0000091142-25-000036,2024,2025-02-11,1.0.3,0.3.0,144,457,-0.5207986688851913,479,0.018050949653301177,165,0.006217968043412722,52,0.0019596020500452214,205,0.0077253542357552,180,0.006783237865541152,0.005426590292432921,0.017221887247512814,-0.011795296955079892,0.022648477539945734,1428,26536,success
S2024-003,0000874761,AES,AES Corporation,0000874761-25-000013,2024,2025-03-11,1.0.3,0.3.0,549,1810,-0.5345485375158966,1667,0.016212956749238953,645,0.006273159630029469,264,0.0025676188253143874,1408,0.0136939670683434,946,0.009200634124043221,0.005339480057187874,0.01760375027961758,-0.012264270222429707,0.022943230336805454,6201,102819,success
S2024-004,0001841666,APA,APA Corporation,0002040266-25-000007,2024,2025-02-28,1.0.3,0.3.0,228,945,-0.6112531969309463,840,0.014780665481867291,327,0.00575390191972691,104,0.0018299871548978551,520,0.009149935774489274,551,0.00969541271489152,0.004011894916506836,0.016628248667100703,-0.012616353750593867,0.020640143583607537,3023,56831,success
S2024-005,0000732717,T,AT&T,0000732717-25-000013,2024,2025-02-12,1.0.3,0.3.0,225,641,-0.48036951501154734,540,0.013424821002386634,242,0.006016308671439936,86,0.002138027048528242,416,0.010342084327764518,350,0.008701272871917264,0.005593675417661098,0.015935759745425618,-0.010342084327764518,0.021529435163086714,2148,40224,success
S2024-006,0001551152,ABBV,AbbVie,0001551152-25-000020,2024,2025-02-14,1.0.3,0.3.0,381,914,-0.4115830115830116,881,0.01880349177213839,365,0.00779032292489275,122,0.0026038887584573026,612,0.01306213049324483,394,0.008409280088788338,0.008131816532559281,0.019507822337950613,-0.01137600580539133,0.02763963887050989,3088,46853,success
S2024-007,0000001800,ABT,Abbott Laboratories,0001628280-25-007110,2024,2025-02-21,1.0.3,0.3.0,200,711,-0.5609220636663008,565,0.01627444767693061,213,0.006135322752541982,84,0.0024195639024109225,451,0.01299075380937293,270,0.007777169686320823,0.00576086643431172,0.020479880173978168,-0.014719013739666446,0.026240746608289886,2113,34717,success
S2024-008,0001467373,ACN,Accenture,0001467373-24-000278,2024,2024-10-10,1.0.3,0.3.0,411,903,-0.3744292237442922,885,0.02143116600072648,462,0.011187795132582638,101,0.0024458166848286716,596,0.014432740041167211,302,0.007313234047705533,0.00995277878677806,0.021867054122775155,-0.011914275335997095,0.03181983290955322,3066,41295,success
S2024-009,0000796343,ADBE,Adobe Inc.,0000796343-25-000004,2024,2025-01-13,1.0.3,0.3.0,535,920,-0.2646048109965636,735,0.015854184641932702,376,0.008110440034512511,86,0.0018550474547023297,518,0.011173425366695426,312,0.006729939603106126,0.011540120793787748,0.01984469370146678,-0.008304572907679034,0.03138481449525453,2953,46360,success
S2024-010,0000002488,AMD,Advanced Micro Devices,0000002488-25-000012,2024,2025-02-05,1.0.3,0.3.0,302,1104,-0.5704125177809388,1010,0.022058181182842668,589,0.012863632392766665,128,0.0027954922687166944,396,0.008648554206342272,400,0.00873591333973967,0.006595614571503451,0.02411112081768149,-0.017515506246178036,0.03070673538918494,3145,45788,success
S2024-011,0000004977,AFL,Aflac,0000004977-25-000047,2024,2025-02-26,1.0.3,0.3.0,425,1249,-0.4922341696535245,1211,0.016228893058161352,373,0.004998659876708657,173,0.0023184132940230503,614,0.008228357008844814,437,0.005856338783168051,0.005695523988206915,0.016738139908871616,-0.011042615920664701,0.022433663897078533,3908,74620,success
S2024-012,0001090872,A,Agilent Technologies,0001090872-24-000049,2024,2024-12-20,1.0.3,0.3.0,360,1096,-0.5054945054945055,962,0.016146086839764356,425,0.007133146472868867,130,0.002181903626995183,610,0.01023816317282355,520,0.008727614507980732,0.006042194659371276,0.018395125962974775,-0.012352931303603498,0.024437320622346048,3484,59581,success
S2024-013,0000002969,APD,Air Products,0000002969-24-000056,2024,2024-11-21,1.0.3,0.3.0,273,841,-0.5098743267504489,902,0.018384151312571335,337,0.0068685798141203324,73,0.0014878526006848198,531,0.010822599054296429,375,0.007643078428175444,0.005564161095711724,0.01714087722158813,-0.011576716125876406,0.022705038317299853,2839,49064,success
S2024-014,0001559720,ABNB,Airbnb,0001559720-25-000010,2024,2025-02-13,1.0.3,0.3.0,290,1599,-0.6929592376919005,1217,0.021786609380594343,742,0.013283208020050126,135,0.0024167561761546724,993,0.017776584317937702,566,0.010132474042248478,0.0051915503043322596,0.028625134264232008,-0.02343358395989975,0.033816684568564265,4559,55860,success
S2024-015,0001086222,AKAM,Akamai Technologies,0001086222-25-000028,2024,2025-02-24,1.0.3,0.3.0,371,1008,-0.4619289340101523,876,0.018835469166594995,420,0.009030704394942806,102,0.0021931710673432528,434,0.009331727874774232,376,0.008084630601186893,0.007977122215532812,0.021673690547862733,-0.013696568332329922,0.029650812763395543,3022,46508,success
S2024-016,0000915913,ALB,Albemarle Corporation,0000915913-25-000026,2024,2025-02-12,1.0.3,0.3.0,479,1453,-0.5041407867494824,1454,0.018704092002521322,685,0.00881176273846431,154,0.0019810386302532897,718,0.009236271016375728,631,0.008117112829154715,0.006161801973320298,0.018691228115311886,-0.012529426141991587,0.024853030088632183,4664,77737,success
S2024-017,0001035443,ARE,Alexandria Real Estate Equities,0001035443-25-000067,2024,2025-01-27,1.0.3,0.3.0,792,2214,-0.47305389221556887,1884,0.019433499061333112,1110,0.011449673013842757,201,0.0020733191673715265,695,0.007168939409568214,856,0.008829657747612072,0.008169496420687806,0.022837455903286365,-0.01466795948259856,0.03100695232397417,6306,96946,success
S2024-018,0001097149,ALGN,Align Technology,0001097149-25-000012,2024,2025-02-28,1.0.3,0.3.0,416,1127,-0.4607906675307842,950,0.018883301198592696,500,0.009938579578206683,110,0.0021864875072054703,651,0.0129400306108251,442,0.008785704347134708,0.00826889820906796,0.022401558369277864,-0.014132660160209903,0.03067045657834582,3451,50309,success
S2024-019,0001579241,ALLE,Allegion,0001579241-25-000008,2024,2025-02-18,1.0.3,0.3.0,276,764,-0.46923076923076923,816,0.021334448860071114,350,0.009150805270863836,94,0.0024576448441748586,382,0.009987450324199959,354,0.009255385902530852,0.0072160635850240535,0.019974900648399917,-0.012758837063375862,0.02719096423342397,2520,38248,success
S2024-020,0000352541,LNT,Alliant Energy,0000352541-25-000014,2024,2025-02-21,1.0.3,0.3.0,191,633,-0.5364077669902912,764,0.014288920475798609,358,0.006695593626094112,99,0.0018515747736964165,711,0.01329767337472881,440,0.008229221216428518,0.0035722301189496522,0.011838856886361935,-0.008266626767412284,0.015411087005311588,2759,53468,success
S2024-021,0000899051,ALL,Allstate,0000899051-25-000015,2024,2025-02-24,1.0.3,0.3.0,429,2238,-0.6782902137232846,1461,0.01850280518230519,513,0.0064968782056964835,153,0.0019376654297691266,1512,0.0191486936588949,578,0.007320069401350033,0.005433061891313433,0.0283431060903484,-0.022910044199034967,0.03377616798166183,5825,78961,success
S2024-022,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-25-000014,2024,2025-02-05,1.0.3,0.3.0,289,1055,-0.5699404761904762,839,0.019312662569343737,476,0.010956886034574039,118,0.0027162028405036485,669,0.015399488985567296,282,0.006491264415440922,0.006652395092419953,0.024284694887553807,-0.017632299795133855,0.03093708997997376,3062,43443,success
S2024-023,0000764180,MO,Altria,0000764180-25-000019,2024,2025-02-26,1.0.3,0.3.0,405,1879,-0.6453590192644484,1063,0.0162309900445856,422,0.006443535088255054,118,0.0018017467782324558,1338,0.02042997618029683,570,0.008703353081292371,0.006183961399865633,0.028690527087277835,-0.022506565687412203,0.03487448848714347,4830,65492,success
S2024-024,0001018724,AMZN,Amazon,0001018724-25-000004,2024,2025-02-07,1.0.3,0.3.0,208,765,-0.5724563206577595,579,0.017297006632012904,249,0.007438609069725757,58,0.0017326880564019836,402,0.012009320666786163,281,0.008394574893947541,0.006213777857441596,0.022853557985302024,-0.01663978012786043,0.02906733584274362,2142,33474,success
S2024-025,0001748790,AMCR,Amcor,0001748790-24-000022,2024,2024-08-16,1.0.3,0.3.0,274,995,-0.5681639085894405,839,0.020121834228702992,363,0.008705871066768995,77,0.0018466999232540293,417,0.010000959324635456,379,0.00908960092095165,0.006571373752877974,0.023863200306983884,-0.01729182655410591,0.030434574059861857,2792,41696,success
S2024-026,0001002910,AEE,Ameren,0001002910-25-000055,2024,2025-02-18,1.0.3,0.3.0,215,962,-0.6346644010195412,1040,0.012433944668946224,407,0.0048659764233279935,201,0.0024030989215944143,1258,0.015040290763013798,745,0.008907008440735515,0.002570478945984075,0.011501398818775257,-0.008930919872791182,0.014071877764759332,4266,83642,success
S2024-027,0000004904,AEP,American Electric Power,0000004904-25-000027,2024,2025-02-13,1.0.3,0.3.0,334,1836,-0.6921658986175115,1596,0.013980133494507805,559,0.004896550515933498,175,0.0015329093743977856,2135,0.018701494367652984,985,0.00862808990732468,0.0029256670345649163,0.016082409207967625,-0.013156742173402708,0.01900807624253254,6709,114162,success
S2024-028,0000004962,AXP,American Express,0000004962-25-000016,2024,2025-02-07,1.0.3,0.3.0,410,1739,-0.6184271754304328,1516,0.02019529220562964,588,0.00783300251775081,127,0.0016918219723713482,981,0.013068325629104666,678,0.009031931474549403,0.005461787469860258,0.023165971731919484,-0.017704184262059226,0.028627759201779745,5211,75067,success
S2024-029,0000005272,AIG,American International Group,0000005272-25-000012,2024,2025-02-13,1.0.3,0.3.0,608,2678,-0.6299452221545953,1907,0.022015446600708834,648,0.007480864917283338,139,0.0016046917029357776,1080,0.012468108195472229,649,0.007492409461908775,0.007019083132265848,0.030916290506920956,-0.023897207374655106,0.0379353736391868,6740,86621,success
