company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version
S2024-001,0000066740,MMM,3M,0000066740-25-000006,2024,2025-02-05,1.0.3,0.3.0,1,8,0.12325897,64904,2836,6,0.00211566,success,8,0.02555911,9,0.02875399,5,0.01597444,3,0.00958466,0,0.00000000,313,success,3,7,0.00958466,0.02236422,-0.40000000,0.03194888,-0.01277955,28,success,2.73663866,2.59000000,0.77662519,1.30000000,4.50000000,119,170,51,0.70000000,78,37,warning_stem_collisions,2.93442196,2.82000000,0.83036166,1.26000000,5.00000000,24860,34953,10093,0.71124081,2272,6517,warning_stem_collisions,65554,11.09062951,2836,1044,23.11495063,22.07407532,0.04437563,8,0.12203679,12885,0.16426777,4680101,437402,0.09345995,success,209,1689,-0.77976818,918,0.01496528,352,0.00573832,87,0.00141828,1477,0.02407812,427,0.00696097,,,0.00340713,0.02753415,-0.02412703,0.03094128,4252,61342,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-002,0000091142,AOS,A. O. Smith,0000091142-25-000036,2024,2025-02-11,1.0.3,0.3.0,1,3,0.10638675,28199,1613,2,0.00123993,success,3,0.05555556,0,0.00000000,2,0.03703704,0,0.00000000,0,0.00000000,54,success,3,1,0.05555556,0.01851852,0.50000000,0.07407407,0.03703704,7,success,2.67458333,2.38500000,0.74275938,1.63000000,4.25000000,24,24,0,1.00000000,21,0,success,2.96577161,2.87000000,0.85967080,1.26000000,5.00000000,11463,14772,3309,0.77599513,1615,2438,warning_stem_collisions,28153,10.24540920,1613,581,17.45381277,18.99730988,0.04411608,3,0.10656058,7462,0.20951846,2093704,186643,0.08914488,success,144,457,-0.52079867,479,0.01805095,165,0.00621797,52,0.00195960,205,0.00772535,180,0.00678324,,,0.00542659,0.01722189,-0.01179530,0.02264848,1428,26536,success,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-003,0000874761,AES,AES Corporation,0000874761-25-000013,2024,2025-03-11,1.0.3,0.3.0,1,10,0.09156335,109214,5075,8,0.00157635,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,253,success,5,1,0.01976285,0.00395257,0.66666667,0.02371542,0.01581028,6,success,2.98618182,2.93000000,0.72217976,1.64000000,4.70000000,110,145,35,0.75862069,58,18,warning_stem_collisions,2.90596620,2.82000000,0.80650125,1.19000000,5.00000000,41777,58306,16529,0.71651288,2783,10050,warning_stem_collisions,108433,11.59388775,5075,2024,21.36610837,21.41940851,0.03870593,10,0.09222285,23872,0.18043158,7689397,721281,0.09380202,success,549,1810,-0.53454854,1667,0.01621296,645,0.00627316,264,0.00256762,1408,0.01369397,946,0.00920063,,,0.00533948,0.01760375,-0.01226427,0.02294323,6201,102819,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-004,0001841666,APA,APA Corporation,0002040266-25-000007,2024,2025-02-28,1.0.3,0.3.0,0,0,0.00000000,60823,2851,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.96486942,2.83000000,0.84626325,1.19000000,5.00000000,23779,33114,9335,0.71809507,2188,5906,warning_stem_collisions,60829,11.01582193,2851,1332,21.33602245,21.15134847,0.04538953,0,0.00000000,12333,0.16857112,4481709,405981,0.09058620,success,228,945,-0.61125320,840,0.01478067,327,0.00575390,104,0.00182999,520,0.00914994,551,0.00969541,,,0.00401189,0.01662825,-0.01261635,0.02064014,3023,56831,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-005,0000732717,T,AT&T,0000732717-25-000013,2024,2025-02-12,1.0.3,0.3.0,1,12,0.28299884,42403,2304,7,0.00303819,success,3,0.01345291,0,0.00000000,2,0.00896861,2,0.00896861,0,0.00000000,223,success,3,6,0.01345291,0.02690583,-0.33333333,0.04035874,-0.01345291,14,success,2.74281553,2.61000000,0.71037036,1.52000000,4.67000000,103,134,31,0.76865672,63,23,warning_stem_collisions,2.89808415,2.81000000,0.80586812,1.26000000,5.00000000,16614,22467,5853,0.73948458,1986,4351,warning_stem_collisions,42394,10.65476212,2304,885,18.40017361,20.38167629,0.03986413,12,0.28305892,13760,0.24504042,4064545,284191,0.06991951,success,225,641,-0.48036952,540,0.01342482,242,0.00601631,86,0.00213803,416,0.01034208,350,0.00870127,,,0.00559368,0.01593576,-0.01034208,0.02152944,2148,40224,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-006,0001551152,ABBV,AbbVie,0001551152-25-000020,2024,2025-02-14,1.0.3,0.3.0,1,5,0.10092854,49540,2572,4,0.00155521,success,9,0.08490566,1,0.00943396,7,0.06603774,0,0.00000000,2,0.01886792,106,success,4,8,0.03773585,0.07547170,-0.33333333,0.11320755,-0.03773585,23,success,2.50000000,2.33000000,0.66607842,1.63000000,4.26000000,43,63,20,0.68253968,32,11,warning_stem_collisions,2.87852834,2.75000000,0.81262625,1.19000000,5.00000000,19563,27528,7965,0.71065824,2280,4896,warning_stem_collisions,49495,10.80962693,2572,912,19.24377916,20.83300911,0.03323568,5,0.10102031,13188,0.21039197,3783439,338010,0.08933936,success,381,914,-0.41158301,881,0.01880349,365,0.00779032,122,0.00260389,612,0.01306213,394,0.00840928,,,0.00813182,0.01950782,-0.01137601,0.02763964,3088,46853,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-007,0000001800,ABT,Abbott Laboratories,0001628280-25-007110,2024,2025-02-21,1.0.3,0.3.0,0,0,0.00000000,37415,1989,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.90496733,2.82000000,0.78696060,1.30000000,5.00000000,14845,20798,5953,0.71377055,1909,3789,warning_stem_collisions,37084,10.52094089,1989,841,18.64454500,20.10922910,0.04500593,0,0.00000000,9759,0.20833422,2662583,256348,0.09627794,success,200,711,-0.56092206,565,0.01627445,213,0.00613532,84,0.00241956,451,0.01299075,270,0.00777717,,,0.00576087,0.02047988,-0.01471901,0.02624075,2113,34717,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-008,0001467373,ACN,Accenture,0001467373-24-000278,2024,2024-10-10,1.0.3,0.3.0,1,70,1.63417766,42835,2185,54,0.02471396,success,38,0.02018056,23,0.01221455,21,0.01115242,5,0.00265534,9,0.00477961,1883,success,34,41,0.01805629,0.02177377,-0.09333333,0.03983006,-0.00371747,147,success,2.84471393,2.63000000,0.79708489,1.30000000,4.93000000,804,1089,285,0.73829201,368,171,warning_stem_collisions,2.84234346,2.74000000,0.81186043,1.19000000,5.00000000,16753,22138,5385,0.75675309,2081,4061,warning_stem_collisions,42861,10.66571760,2185,836,19.61601831,20.73646538,0.02720422,70,1.63318635,13282,0.23657446,2789648,286410,0.10266887,success,411,903,-0.37442922,885,0.02143117,462,0.01118780,101,0.00244582,596,0.01443274,302,0.00731323,,,0.00995278,0.02186705,-0.01191428,0.03181983,3066,41295,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-009,0000796343,ADBE,Adobe Inc.,0000796343-25-000004,2024,2025-01-13,1.0.3,0.3.0,1,160,3.31105271,48323,2339,108,0.04617358,success,42,0.01042960,36,0.00893966,28,0.00695307,11,0.00273156,13,0.00322821,4027,success,98,77,0.02433573,0.01912093,0.12000000,0.04345667,0.00521480,266,success,2.97767561,2.76000000,0.88667213,1.30000000,5.00000000,1751,2494,743,0.70208500,663,484,warning_stem_collisions,2.92612683,2.82000000,0.84088169,1.23000000,5.00000000,19790,26497,6707,0.74687700,2325,5223,warning_stem_collisions,48259,10.78433762,2339,1115,20.63232150,20.72886595,0.02505232,160,3.31544375,7379,0.13262518,2405027,329984,0.13720594,success,535,920,-0.26460481,735,0.01585418,376,0.00811044,86,0.00185505,518,0.01117343,312,0.00672994,,,0.01154012,0.01984469,-0.00830457,0.03138481,2953,46360,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2024-010,0000002488,AMD,Advanced Micro Devices,0000002488-25-000012,2024,2025-02-05,1.0.3,0.3.0,1,158,3.30502447,47806,2148,104,0.04841713,success,51,0.01349206,26,0.00687831,31,0.00820106,15,0.00396825,21,0.00555556,3780,success,44,50,0.01164021,0.01322751,-0.06382979,0.02486772,-0.00158730,198,success,2.94041639,2.85000000,0.86511984,1.30000000,4.96000000,1489,2336,847,0.63741438,560,408,warning_stem_collisions,2.89692131,2.82000000,0.82939793,1.19000000,5.00000000,18261,25502,7241,0.71606149,2093,4831,warning_stem_collisions,47761,10.77396469,2148,856,22.23510242,21.11211446,0.02598354,158,3.30813844,8687,0.15389385,2091174,319828,0.15294184,success,302,1104,-0.57041252,1010,0.02205818,589,0.01286363,128,0.00279549,396,0.00864855,400,0.00873591,,,0.00659561,0.02411112,-0.01751551,0.03070674,3145,45788,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
