sample_order,company_id,final_sample_id,ticker,symbol,company_name,security,_company_key,cik,gics_sector,gics_sub_industry,accession_number,primary_document,form,filing_date,report_date,report_year,filing_url,source_manifest,sample_group,batch_id,r2_object_key,universe_order
121,S2024-121,S2024-121,COP,COP,ConocoPhillips,ConocoPhillips,cik:0001163165,0001163165,Energy,Oil & Gas Exploration & Production,0001163165-25-000012,cop-20241231.htm,10-K,2025-02-18,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1163165/000116316525000012/cop-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001163165/0001163165-25-000012.html,122
122,S2024-122,S2024-122,ED,ED,Consolidated Edison,Consolidated Edison,cik:0001047862,0001047862,Utilities,Multi-Utilities,0001047862-25-000011,ed-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1047862/000104786225000011/ed-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001047862/0001047862-25-000011.html,123
123,S2024-123,S2024-123,STZ,STZ,Constellation Brands,Constellation Brands,cik:0000016918,0000016918,Consumer Staples,Distillers & Vintners,0000016918-24-000054,stz-20240229.htm,10-K,2024-04-23,2024-02-29,2024,https://www.sec.gov/Archives/edgar/data/16918/000001691824000054/stz-20240229.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000016918/0000016918-24-000054.html,124
124,S2024-124,S2024-124,CEG,CEG,Constellation Energy,Constellation Energy,cik:0001868275,0001868275,Utilities,Electric Utilities,0001868275-25-000023,ceg-20241231.htm,10-K,2025-02-18,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1868275/000186827525000023/ceg-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001868275/0001868275-25-000023.html,125
125,S2024-125,S2024-125,COO,COO,Cooper Companies (The),Cooper Companies (The),cik:0000711404,0000711404,Health Care,Health Care Supplies,0000711404-24-000074,coo-20241031.htm,10-K,2024-12-06,2024-10-31,2024,https://www.sec.gov/Archives/edgar/data/711404/000071140424000074/coo-20241031.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000711404/0000711404-24-000074.html,126
126,S2024-126,S2024-126,CPRT,CPRT,Copart,Copart,cik:0000900075,0000900075,Industrials,Diversified Support Services,0000900075-24-000024,cprt-20240731.htm,10-K,2024-09-30,2024-07-31,2024,https://www.sec.gov/Archives/edgar/data/900075/000090007524000024/cprt-20240731.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000900075/0000900075-24-000024.html,127
127,S2024-127,S2024-127,GLW,GLW,Corning Inc.,Corning Inc.,cik:0000024741,0000024741,Information Technology,Electronic Components,0001628280-25-005347,glw-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/24741/000162828025005347/glw-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000024741/0001628280-25-005347.html,128
128,S2024-128,S2024-128,CPAY,CPAY,Corpay,Corpay,cik:0001175454,0001175454,Financials,Transaction & Payment Processing Services,0001628280-25-008746,flt-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1175454/000162828025008746/flt-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001175454/0001628280-25-008746.html,129
129,S2024-129,S2024-129,CTVA,CTVA,Corteva,Corteva,cik:0001755672,0001755672,Materials,Fertilizers & Agricultural Chemicals,0001755672-25-000005,ctva-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1755672/000175567225000005/ctva-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001755672/0001755672-25-000005.html,130
130,S2024-130,S2024-130,COST,COST,Costco,Costco,cik:0000909832,0000909832,Consumer Staples,Consumer Staples Merchandise Retail,0000909832-24-000049,cost-20240901.htm,10-K,2024-10-09,2024-09-01,2024,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000909832/0000909832-24-000049.html,131
131,S2024-131,S2024-131,CRWD,CRWD,CrowdStrike,CrowdStrike,cik:0001535527,0001535527,Information Technology,Systems Software,0001535527-24-000007,crwd-20240131.htm,10-K,2024-03-07,2024-01-31,2024,https://www.sec.gov/Archives/edgar/data/1535527/000153552724000007/crwd-20240131.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001535527/0001535527-24-000007.html,133
132,S2024-132,S2024-132,CCI,CCI,Crown Castle,Crown Castle,cik:0001051470,0001051470,Real Estate,Telecom Tower REITs,0001051470-25-000089,cci-20241231.htm,10-K,2025-03-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1051470/000105147025000089/cci-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001051470/0001051470-25-000089.html,134
133,S2024-133,S2024-133,CMI,CMI,Cummins,Cummins,cik:0000026172,0000026172,Industrials,Construction Machinery & Heavy Transportation Equipment,0000026172-25-000007,cmi-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/26172/000002617225000007/cmi-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000026172/0000026172-25-000007.html,135
134,S2024-134,S2024-134,DHI,DHI,D. R. Horton,D. R. Horton,cik:0000882184,0000882184,Consumer Discretionary,Homebuilding,0000882184-24-000057,dhi-20240930.htm,10-K,2024-11-19,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/882184/000088218424000057/dhi-20240930.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000882184/0000882184-24-000057.html,136
135,S2024-135,S2024-135,DTE,DTE,DTE Energy,DTE Energy,cik:0000936340,0000936340,Utilities,Multi-Utilities,0000936340-25-000065,dte-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/936340/000093634025000065/dte-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000936340/0000936340-25-000065.html,137
136,S2024-136,S2024-136,DVA,DVA,DaVita,DaVita,cik:0000927066,0000927066,Health Care,Health Care Services,0000927066-25-000012,dva-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/927066/000092706625000012/dva-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000927066/0000927066-25-000012.html,138
137,S2024-137,S2024-137,DHR,DHR,Danaher Corporation,Danaher Corporation,cik:0000313616,0000313616,Health Care,Life Sciences Tools & Services,0000313616-25-000043,dhr-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/313616/000031361625000043/dhr-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000313616/0000313616-25-000043.html,139
138,S2024-138,S2024-138,DRI,DRI,Darden Restaurants,Darden Restaurants,cik:0000940944,0000940944,Consumer Discretionary,Restaurants,0000940944-24-000035,dri-20240526.htm,10-K,2024-07-19,2024-05-26,2024,https://www.sec.gov/Archives/edgar/data/940944/000094094424000035/dri-20240526.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000940944/0000940944-24-000035.html,140
139,S2024-139,S2024-139,DECK,DECK,Deckers Brands,Deckers Brands,cik:0000910521,0000910521,Consumer Discretionary,Footwear,0000910521-24-000017,deck-20240331.htm,10-K,2024-05-24,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/910521/000091052124000017/deck-20240331.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000910521/0000910521-24-000017.html,142
140,S2024-140,S2024-140,DE,DE,Deere & Company,Deere & Company,cik:0000315189,0000315189,Industrials,Agricultural & Farm Machinery,0001558370-24-016169,de-20241027x10k.htm,10-K,2024-12-12,2024-10-27,2024,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000315189/0001558370-24-016169.html,143
141,S2024-141,S2024-141,DELL,DELL,Dell Technologies,Dell Technologies,cik:0001571996,0001571996,Information Technology,"Technology Hardware, Storage & Peripherals",0001571996-24-000036,dell-20240202.htm,10-K,2024-03-25,2024-02-02,2024,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001571996/0001571996-24-000036.html,144
142,S2024-142,S2024-142,DAL,DAL,Delta Air Lines,Delta Air Lines,cik:0000027904,0000027904,Industrials,Passenger Airlines,0000027904-25-000004,dal-20241231.htm,10-K,2025-02-11,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/27904/000002790425000004/dal-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000027904/0000027904-25-000004.html,145
143,S2024-143,S2024-143,DVN,DVN,Devon Energy,Devon Energy,cik:0001090012,0001090012,Energy,Oil & Gas Exploration & Production,0000950170-25-022844,dvn-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1090012/000095017025022844/dvn-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001090012/0000950170-25-022844.html,146
144,S2024-144,S2024-144,DXCM,DXCM,Dexcom,Dexcom,cik:0001093557,0001093557,Health Care,Health Care Equipment,0001093557-25-000036,dxcm-20241231.htm,10-K,2025-02-18,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1093557/000109355725000036/dxcm-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001093557/0001093557-25-000036.html,147
145,S2024-145,S2024-145,FANG,FANG,Diamondback Energy,Diamondback Energy,cik:0001539838,0001539838,Energy,Oil & Gas Exploration & Production,0001539838-25-000021,fang-20241231.htm,10-K,2025-02-26,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1539838/000153983825000021/fang-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001539838/0001539838-25-000021.html,148
146,S2024-146,S2024-146,DLR,DLR,Digital Realty,Digital Realty,cik:0001297996,0001297996,Real Estate,Data Center REITs,0001558370-25-001424,dlr-20241231x10k.htm,10-K,2025-02-25,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1297996/000155837025001424/dlr-20241231x10k.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001297996/0001558370-25-001424.html,149
147,S2024-147,S2024-147,DG,DG,Dollar General,Dollar General,cik:0000029534,0000029534,Consumer Staples,Consumer Staples Merchandise Retail,0001558370-24-003813,dg-20240202x10k.htm,10-K,2024-03-25,2024-02-02,2024,https://www.sec.gov/Archives/edgar/data/29534/000155837024003813/dg-20240202x10k.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000029534/0001558370-24-003813.html,151
148,S2024-148,S2024-148,DLTR,DLTR,Dollar Tree,Dollar Tree,cik:0000935703,0000935703,Consumer Staples,Consumer Staples Merchandise Retail,0000935703-24-000011,dltr-20240203.htm,10-K,2024-03-20,2024-02-03,2024,https://www.sec.gov/Archives/edgar/data/935703/000093570324000011/dltr-20240203.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000935703/0000935703-24-000011.html,152
149,S2024-149,S2024-149,D,D,Dominion Energy,Dominion Energy,cik:0000715957,0000715957,Utilities,Multi-Utilities,0000950170-25-028387,d-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/715957/000095017025028387/d-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000715957/0000950170-25-028387.html,153
150,S2024-150,S2024-150,DPZ,DPZ,Domino's,Domino's,cik:0001286681,0001286681,Consumer Discretionary,Restaurants,0000950170-25-025223,dpz-20241229.htm,10-K,2025-02-24,2024-12-29,2024,https://www.sec.gov/Archives/edgar/data/1286681/000095017025025223/dpz-20241229.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001286681/0000950170-25-025223.html,154
151,S2024-151,S2024-151,DOV,DOV,Dover Corporation,Dover Corporation,cik:0000029905,0000029905,Industrials,Industrial Machinery & Supplies & Components,0000029905-25-000006,dov-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/29905/000002990525000006/dov-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000029905/0000029905-25-000006.html,155
152,S2024-152,S2024-152,DOW,DOW,Dow Inc.,Dow Inc.,cik:0001751788,0001751788,Materials,Commodity Chemicals,0001751788-25-000012,dow-20241231.htm,10-K,2025-02-04,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1751788/000175178825000012/dow-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001751788/0001751788-25-000012.html,156
153,S2024-153,S2024-153,DD,DD,DuPont,DuPont,cik:0001666700,0001666700,Materials,Specialty Chemicals,0001666700-25-000005,dd-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1666700/000166670025000005/dd-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001666700/0001666700-25-000005.html,157
154,S2024-154,S2024-154,DUK,DUK,Duke Energy,Duke Energy,cik:0001326160,0001326160,Utilities,Electric Utilities,0001326160-25-000072,duk-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1326160/000132616025000072/duk-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001326160/0001326160-25-000072.html,158
155,S2024-155,S2024-155,EOG,EOG,EOG Resources,EOG Resources,cik:0000821189,0000821189,Energy,Oil & Gas Exploration & Production,0000821189-25-000011,eog-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/821189/000082118925000011/eog-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000821189/0000821189-25-000011.html,159
156,S2024-156,S2024-156,EPAM,EPAM,EPAM Systems,EPAM Systems,cik:0001352010,0001352010,,,0001352010-25-000007,epam-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1352010/000135201025000007/epam-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001352010/0001352010-25-000007.html,160
157,S2024-157,S2024-157,EQT,EQT,EQT Corporation,EQT Corporation,cik:0000033213,0000033213,Energy,Oil & Gas Exploration & Production,0000033213-25-000011,eqt-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/33213/000003321325000011/eqt-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000033213/0000033213-25-000011.html,161
158,S2024-158,S2024-158,EMN,EMN,Eastman Chemical Co.,Eastman Chemical Co.,cik:0000915389,0000915389,,,0000915389-25-000012,emn-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/915389/000091538925000012/emn-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000915389/0000915389-25-000012.html,162
159,S2024-159,S2024-159,ETN,ETN,Eaton Corporation,Eaton Corporation,cik:0001551182,0001551182,Industrials,Electrical Components & Equipment,0001551182-25-000006,etn-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1551182/000155118225000006/etn-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001551182/0001551182-25-000006.html,163
160,S2024-160,S2024-160,ECL,ECL,Ecolab,Ecolab,cik:0000031462,0000031462,Materials,Specialty Chemicals,0001558370-25-001263,ecl-20241231x10k.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/31462/000155837025001263/ecl-20241231x10k.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000031462/0001558370-25-001263.html,164
161,S2024-161,S2024-161,EIX,EIX,Edison International,Edison International,cik:0000827052,0000827052,Utilities,Electric Utilities,0000827052-25-000022,eix-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/827052/000082705225000022/eix-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000827052/0000827052-25-000022.html,165
162,S2024-162,S2024-162,EW,EW,Edwards Lifesciences,Edwards Lifesciences,cik:0001099800,0001099800,Health Care,Health Care Equipment,0001099800-25-000005,ew-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1099800/000109980025000005/ew-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001099800/0001099800-25-000005.html,166
163,S2024-163,S2024-163,EA,EA,Electronic Arts,Electronic Arts,cik:0000712515,0000712515,Communication Services,Interactive Home Entertainment,0000712515-24-000023,ea-20240331.htm,10-K,2024-05-22,2024-03-31,2024,https://www.sec.gov/Archives/edgar/data/712515/000071251524000023/ea-20240331.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000712515/0000712515-24-000023.html,167
164,S2024-164,S2024-164,ELV,ELV,Elevance Health,Elevance Health,cik:0001156039,0001156039,Health Care,Managed Health Care,0001156039-25-000010,elv-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1156039/000115603925000010/elv-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001156039/0001156039-25-000010.html,168
165,S2024-165,S2024-165,EMR,EMR,Emerson Electric,Emerson Electric,cik:0000032604,0000032604,Industrials,Electrical Components & Equipment,0000032604-24-000041,emr-20240930.htm,10-K,2024-11-12,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/32604/000003260424000041/emr-20240930.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000032604/0000032604-24-000041.html,169
166,S2024-166,S2024-166,ENPH,ENPH,Enphase Energy,Enphase Energy,cik:0001463101,0001463101,,,0001463101-25-000024,enph-20241231.htm,10-K,2025-02-10,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1463101/000146310125000024/enph-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001463101/0001463101-25-000024.html,170
167,S2024-167,S2024-167,ETR,ETR,Entergy,Entergy,cik:0000065984,0000065984,Utilities,Electric Utilities,0000065984-25-000012,etr-20241231.htm,10-K,2025-02-18,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/65984/000006598425000012/etr-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000065984/0000065984-25-000012.html,171
168,S2024-168,S2024-168,EFX,EFX,Equifax,Equifax,cik:0000033185,0000033185,Industrials,Research & Consulting Services,0000033185-25-000025,efx-20241231.htm,10-K,2025-02-20,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/33185/000003318525000025/efx-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000033185/0000033185-25-000025.html,172
169,S2024-169,S2024-169,EQIX,EQIX,Equinix,Equinix,cik:0001101239,0001101239,Real Estate,Data Center REITs,0001628280-25-005126,eqix-20241231.htm,10-K,2025-02-12,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1101239/000162828025005126/eqix-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001101239/0001628280-25-005126.html,173
170,S2024-170,S2024-170,EQR,EQR,Equity Residential,Equity Residential,cik:0000906107,0000906107,Real Estate,Multi-Family Residential REITs,0000950170-25-019894,eqr-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/906107/000095017025019894/eqr-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000906107/0000950170-25-019894.html,174
171,S2024-171,S2024-171,ERIE,ERIE,Erie Indemnity,Erie Indemnity,cik:0000922621,0000922621,Financials,Insurance Brokers,0000922621-25-000004,erie-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/922621/000092262125000004/erie-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000922621/0000922621-25-000004.html,175
172,S2024-172,S2024-172,ESS,ESS,Essex Property Trust,Essex Property Trust,cik:0000920522,0000920522,Real Estate,Multi-Family Residential REITs,0000920522-25-000024,ess-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/920522/000092052225000024/ess-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000920522/0000920522-25-000024.html,176
173,S2024-173,S2024-173,EL,EL,Estée Lauder Companies (The),Estée Lauder Companies (The),cik:0001001250,0001001250,Consumer Staples,Personal Care Products,0001001250-24-000116,el-20240630.htm,10-K,2024-08-19,2024-06-30,2024,https://www.sec.gov/Archives/edgar/data/1001250/000100125024000116/el-20240630.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001001250/0001001250-24-000116.html,177
174,S2024-174,S2024-174,EG,EG,Everest Group,Everest Group,cik:0001095073,0001095073,Financials,Reinsurance,0001095073-25-000015,eg-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1095073/000109507325000015/eg-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001095073/0001095073-25-000015.html,178
175,S2024-175,S2024-175,EVRG,EVRG,Evergy,Evergy,cik:0001711269,0001711269,Utilities,Electric Utilities,0001711269-25-000004,evrg-20241231.htm,10-K,2025-02-27,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1711269/000171126925000004/evrg-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001711269/0001711269-25-000004.html,179
176,S2024-176,S2024-176,ES,ES,Eversource Energy,Eversource Energy,cik:0000072741,0000072741,Utilities,Electric Utilities,0000072741-25-000007,es-20241231.htm,10-K,2025-02-14,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/72741/000007274125000007/es-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000072741/0000072741-25-000007.html,180
177,S2024-177,S2024-177,EXC,EXC,Exelon,Exelon,cik:0001109357,0001109357,Utilities,Electric Utilities,0001109357-25-000043,exc-20241231.htm,10-K,2025-02-12,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1109357/000110935725000043/exc-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001109357/0001109357-25-000043.html,181
178,S2024-178,S2024-178,EXPE,EXPE,Expedia Group,Expedia Group,cik:0001324424,0001324424,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0001324424-25-000008,expe-20241231.htm,10-K,2025-02-07,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000008/expe-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001324424/0001324424-25-000008.html,182
179,S2024-179,S2024-179,EXPD,EXPD,Expeditors International,Expeditors International,cik:0000746515,0000746515,Industrials,Air Freight & Logistics,0000950170-25-024750,expd-20241231.htm,10-K,2025-02-21,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/746515/000095017025024750/expd-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000746515/0000950170-25-024750.html,183
180,S2024-180,S2024-180,EXR,EXR,Extra Space Storage,Extra Space Storage,cik:0001289490,0001289490,Real Estate,Self-Storage REITs,0001628280-25-009060,exr-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1289490/000162828025009060/exr-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001289490/0001628280-25-009060.html,184
181,S2024-181,S2024-181,XOM,XOM,ExxonMobil,ExxonMobil,cik:0000034088,0000034088,Energy,Integrated Oil & Gas,0000034088-25-000010,xom-20241231.htm,10-K,2025-02-19,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/34088/000003408825000010/xom-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000034088/0000034088-25-000010.html,185
182,S2024-182,S2024-182,FFIV,FFIV,"F5, Inc.","F5, Inc.",cik:0001048695,0001048695,Information Technology,Communications Equipment,0001048695-24-000185,ffiv-20240930.htm,10-K,2024-11-18,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/1048695/000104869524000185/ffiv-20240930.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001048695/0001048695-24-000185.html,186
183,S2024-183,S2024-183,FMC,FMC,FMC Corporation,FMC Corporation,cik:0000037785,0000037785,,,0000037785-25-000030,fmc-20241231.htm,10-K,2025-02-28,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/37785/000003778525000030/fmc-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000037785/0000037785-25-000030.html,187
184,S2024-184,S2024-184,FDS,FDS,FactSet,FactSet,cik:0001013237,0001013237,Financials,Financial Exchanges & Data,0001013237-24-000141,fds-20240831.htm,10-K,2024-10-29,2024-08-31,2024,https://www.sec.gov/Archives/edgar/data/1013237/000101323724000141/fds-20240831.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001013237/0001013237-24-000141.html,188
185,S2024-185,S2024-185,FICO,FICO,Fair Isaac,Fair Isaac,cik:0000814547,0000814547,Information Technology,Application Software,0001628280-24-045719,fico-20240930.htm,10-K,2024-11-06,2024-09-30,2024,https://www.sec.gov/Archives/edgar/data/814547/000162828024045719/fico-20240930.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000814547/0001628280-24-045719.html,189
186,S2024-186,S2024-186,FAST,FAST,Fastenal,Fastenal,cik:0000815556,0000815556,Industrials,Trading Companies & Distributors,0000815556-25-000065,fast-20241231.htm,10-K,2025-02-06,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/815556/000081555625000065/fast-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000815556/0000815556-25-000065.html,190
187,S2024-187,S2024-187,FDX,FDX,FedEx,FedEx,cik:0001048911,0001048911,Industrials,Air Freight & Logistics,0000950170-24-083577,fdx-20240531.htm,10-K,2024-07-15,2024-05-31,2024,https://www.sec.gov/Archives/edgar/data/1048911/000095017024083577/fdx-20240531.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001048911/0000950170-24-083577.html,191
188,S2024-188,S2024-188,FRT,FRT,Federal Realty Investment Trust,Federal Realty Investment Trust,cik:0000034903,0000034903,Real Estate,Retail REITs,0000034903-25-000016,frt-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/34903/000003490325000016/frt-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0000034903/0000034903-25-000016.html,192
189,S2024-189,S2024-189,FIS,FIS,Fidelity National Information Services,Fidelity National Information Services,cik:0001136893,0001136893,Financials,Transaction & Payment Processing Services,0001136893-25-000014,fis-20241231.htm,10-K,2025-02-13,2024-12-31,2024,https://www.sec.gov/Archives/edgar/data/1136893/000113689325000014/fis-20241231.htm,2024/sp500_companies.csv,sample_2024,2,2024/sample_500/html/raw/0001136893/0001136893-25-000014.html,193
