company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version
S2022-011,0000004977,AFL,Aflac,0000004977-23-000055,2022,2023-02-24,1.0.3,0.3.0,0,0,0.00000000,80247,4089,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91337495,2.76000000,0.84162212,1.19000000,5.00000000,32122,43898,11776,0.73174177,2235,7807,warning_stem_collisions,80505,11.29607457,4089,1769,19.68818782,21.18620272,0.03269362,0,0.00000000,22891,0.22139154,10523659,538263,0.05114789,success,424,1256,-0.49523810,1217,0.01599989,391,0.00514048,224,0.00294493,688,0.00904513,423,0.00556118,,,0.00557433,0.01651263,-0.01093830,0.02208695,3979,76063,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-012,0001090872,A,Agilent Technologies,0001090872-22-000026,2022,2022-12-21,1.0.3,0.3.0,1,6,0.10212592,58751,2901,5,0.00172354,success,3,0.01724138,0,0.00000000,0,0.00000000,1,0.00574713,0,0.00000000,174,success,1,0,0.00574713,0.00000000,1.00000000,0.00574713,0.00574713,5,success,2.85909091,2.86000000,0.77007325,1.30000000,4.69000000,88,105,17,0.83809524,62,10,warning_stem_collisions,2.89619545,2.82000000,0.77940966,1.26000000,5.00000000,23924,31701,7777,0.75467651,2136,5862,warning_stem_collisions,58729,10.98068892,2901,1087,20.24439848,20.32371668,0.03974187,6,0.10216418,9257,0.13616039,4433051,396258,0.08938720,success,386,922,-0.40978593,933,0.01674624,412,0.00739491,114,0.00204616,567,0.01017698,483,0.00866928,,,0.00692824,0.01654880,-0.00962056,0.02347704,3218,55714,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-013,0000002969,APD,Air Products,0000002969-22-000054,2022,2022-11-22,1.0.3,0.3.0,0,0,0.00000000,50989,2727,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89944131,2.79000000,0.81223206,1.19000000,5.00000000,20208,26930,6722,0.75038990,1936,5037,warning_stem_collisions,50683,10.83334583,2727,1133,18.58562523,19.66836667,0.03995423,0,0.00000000,11140,0.18019184,4832920,337685,0.06987184,success,256,846,-0.53539020,819,0.01702951,315,0.00654981,66,0.00137234,541,0.01124904,361,0.00750629,,,0.00532302,0.01759092,-0.01226790,0.02291394,2728,48093,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-014,0001086222,AKAM,Akamai Technologies,0001086222-23-000078,2022,2023-02-28,1.0.3,0.3.0,0,0,0.00000000,48510,2176,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.86870643,2.76000000,0.79009141,1.19000000,5.00000000,18994,25004,6010,0.75963846,2071,4606,warning_stem_collisions,48301,10.78520754,2176,893,22.19715074,21.22304257,0.03275295,0,0.00000000,8061,0.14302189,3262580,323200,0.09906270,success,342,901,-0.44971842,850,0.01850441,404,0.00879504,113,0.00246000,405,0.00881681,367,0.00798955,,,0.00744530,0.01961467,-0.01216937,0.02705998,2859,45935,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-015,0000766421,ALK,Alaska Air Group,0000766421-23-000009,2022,2023-02-13,1.0.3,0.3.0,1,4,0.10488227,38138,2057,2,0.00097229,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,42,success,1,0,0.02380952,0.00000000,1.00000000,0.02380952,0.02380952,1,success,3.31722222,3.19000000,0.81905641,2.03000000,4.67000000,18,24,6,0.75000000,15,1,warning_stem_collisions,3.00904701,2.90000000,0.84863415,1.26000000,5.00000000,15530,20517,4987,0.75693327,2026,3649,warning_stem_collisions,38132,10.54880910,2057,855,18.53767623,19.04079431,0.03650477,4,0.10489877,8699,0.18575303,3454465,251104,0.07268969,success,262,550,-0.35467980,546,0.01506124,234,0.00645482,89,0.00245504,327,0.00902019,289,0.00797197,,,0.00722719,0.01517158,-0.00794439,0.02239876,1952,36252,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-016,0000915913,ALB,Albemarle Corporation,0000915913-23-000039,2022,2023-02-15,1.0.3,0.3.0,0,0,0.00000000,74057,3432,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93276569,2.85000000,0.83877513,1.19000000,5.00000000,28369,38189,9820,0.74285789,2579,6687,warning_stem_collisions,73888,11.21030571,3432,1203,21.52913753,21.14380211,0.03923506,0,0.00000000,16415,0.18177691,4788037,488295,0.10198229,success,395,1181,-0.49873096,1251,0.01782254,540,0.00769318,136,0.00193754,685,0.00975895,498,0.00709483,,,0.00562742,0.01682528,-0.01119786,0.02245270,3953,70192,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-017,0001035443,ARE,Alexandria Real Estate Equities,0001035443-23-000099,2022,2023-01-30,1.0.3,0.3.0,0,0,0.00000000,95510,4128,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89660315,2.76000000,0.82133753,1.26000000,5.00000000,38206,50377,12171,0.75840165,2802,8890,warning_stem_collisions,95191,11.46364068,4128,2144,23.05983527,21.62937912,0.03312288,0,0.00000000,23649,0.19899865,7740371,636591,0.08224296,success,725,1916,-0.45096554,1725,0.01897335,1037,0.01140601,232,0.00255178,647,0.00711638,820,0.00901922,,,0.00797431,0.02107417,-0.01309986,0.02904847,5787,90917,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-018,0001097149,ALGN,Align Technology,0001097149-23-000013,2022,2023-02-27,1.0.3,0.3.0,1,6,0.11840859,50672,2229,5,0.00224316,success,1,0.00465116,6,0.02790698,0,0.00000000,0,0.00000000,0,0.00000000,215,success,2,1,0.00930233,0.00465116,0.33333333,0.01395349,0.00465116,10,success,3.03623656,2.93000000,0.84513015,1.63000000,5.00000000,93,146,53,0.63698630,69,30,warning_stem_collisions,2.87944498,2.82000000,0.81350671,1.04000000,5.00000000,19819,26836,7017,0.73852288,2476,5264,warning_stem_collisions,50605,10.83180566,2229,983,22.70300583,21.00804093,0.02426638,6,0.11856536,6410,0.11242655,2961747,341264,0.11522389,success,404,1168,-0.48600509,985,0.02012751,524,0.01070743,101,0.00206384,572,0.01168826,402,0.00821448,,,0.00825534,0.02386693,-0.01561159,0.03212228,3391,48938,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-019,0001579241,ALLE,Allegion,0001579241-23-000006,2022,2023-02-22,1.0.3,0.3.0,1,2,0.04729586,42287,2042,1,0.00048972,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,33,success,1,0,0.03030303,0.00000000,1.00000000,0.03030303,0.03030303,1,success,3.14333333,3.00000000,0.80379655,2.21000000,4.67000000,15,20,5,0.75000000,15,3,warning_stem_collisions,2.84881262,2.76000000,0.78993800,1.04000000,5.00000000,16827,22338,5511,0.75329036,2091,4185,warning_stem_collisions,42135,10.64863403,2042,870,20.63418217,21.23075663,0.03465053,2,0.04746648,8639,0.17014614,3326081,284613,0.08557007,success,317,790,-0.42728094,785,0.01952979,324,0.00806070,102,0.00253763,367,0.00913049,316,0.00786167,,,0.00788655,0.01965419,-0.01176763,0.02754074,2519,40195,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-020,0000352541,LNT,Alliant Energy,0000352541-23-000017,2022,2023-02-24,1.0.3,0.3.0,0,0,0.00000000,53093,2629,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91583922,2.85000000,0.80677637,1.26000000,5.00000000,20662,29808,9146,0.69316962,1878,5332,warning_stem_collisions,52569,10.86988187,2629,1044,19.99581590,21.44095640,0.02977040,0,0.00000000,18036,0.25544933,7319244,353338,0.04827520,success,153,546,-0.56223176,684,0.01374902,295,0.00592977,82,0.00164827,681,0.01368872,443,0.00890470,,,0.00307544,0.01097509,-0.00789966,0.01405053,2522,49749,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-021,0000899051,ALL,Allstate,0000899051-23-000020,2022,2023-02-16,1.0.3,0.3.0,1,2,0.01910968,104659,5250,1,0.00019048,success,1,0.03030303,0,0.00000000,1,0.03030303,0,0.00000000,0,0.00000000,33,success,0,1,0.00000000,0.03030303,-1.00000000,0.03030303,-0.03030303,2,success,2.64800000,2.62000000,0.75355336,1.62000000,4.25000000,15,17,2,0.88235294,14,2,warning_stem_collisions,2.82905224,2.74000000,0.77148559,1.19000000,5.00000000,43049,57880,14831,0.74376296,2475,10416,warning_stem_collisions,104333,11.55534299,5250,2232,19.87295238,21.66682431,0.03396816,2,0.01916939,26445,0.20221291,10933731,710902,0.06501916,success,492,3074,-0.72406057,1772,0.01780314,610,0.00612862,196,0.00196920,1976,0.01985271,708,0.00711322,,,0.00494308,0.03088423,-0.02594115,0.03582731,7448,99533,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-022,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-23-000016,2022,2023-02-03,1.0.3,0.3.0,1,28,0.68274365,41011,2124,22,0.01035782,success,6,0.00958466,2,0.00319489,5,0.00798722,6,0.00958466,3,0.00479233,626,success,22,4,0.03514377,0.00638978,0.69230769,0.04153355,0.02875399,42,success,3.00957983,2.89500000,0.91410644,1.30000000,4.93000000,238,336,98,0.70833333,163,63,warning_stem_collisions,2.91101701,2.82000000,0.82724938,1.23000000,5.00000000,16283,21248,4965,0.76633095,2024,4010,warning_stem_collisions,40915,10.61925202,2124,1035,19.26318267,19.36924363,0.02715386,28,0.68434559,8155,0.16619116,3038413,271652,0.08940588,success,271,973,-0.56430868,794,0.02016610,441,0.01120057,106,0.00269220,519,0.01318162,271,0.00688289,,,0.00688289,0.02471237,-0.01782948,0.03159526,2763,39373,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-023,0000764180,MO,Altria,0000764180-23-000020,2022,2023-02-27,1.0.3,0.3.0,0,0,0.00000000,64467,2817,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.93350269,2.82000000,0.83998465,1.26000000,5.00000000,24367,34106,9739,0.71444907,2154,6111,warning_stem_collisions,63996,11.06657586,2817,1171,22.71778488,20.59445743,0.03575223,0,0.00000000,9675,0.13132712,4335101,425030,0.09804385,success,244,1766,-0.75721393,941,0.01546705,374,0.00614737,108,0.00177518,1518,0.02495110,531,0.00872795,,,0.00401059,0.02902743,-0.02501685,0.03303802,4514,60839,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-024,0001018724,AMZN,Amazon,0001018724-23-000004,2022,2023-02-03,1.0.3,0.3.0,1,7,0.20922378,33457,1673,6,0.00358637,success,1,0.00403226,6,0.02419355,0,0.00000000,2,0.00806452,0,0.00000000,248,success,6,0,0.02419355,0.00000000,1.00000000,0.02419355,0.02419355,14,success,3.00903509,3.14000000,0.73161677,1.50000000,4.37000000,114,161,47,0.70807453,62,38,warning_stem_collisions,2.92649598,2.86000000,0.81263183,1.19000000,5.00000000,13436,17903,4467,0.75048874,1704,3594,warning_stem_collisions,33227,10.41111808,1673,732,19.86072923,20.59013821,0.03379782,7,0.21067204,6557,0.16481500,2486192,226617,0.09115024,success,192,729,-0.58306189,559,0.01760574,246,0.00774779,50,0.00157475,370,0.01165318,271,0.00853516,,,0.00604705,0.02295991,-0.01691285,0.02900696,2029,31751,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-025,0001748790,AMCR,Amcor,0001748790-22-000024,2022,2022-08-18,1.0.3,0.3.0,0,0,0.00000000,41718,1938,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.87922790,2.76000000,0.82264208,1.04000000,5.00000000,16643,22101,5458,0.75304285,1916,4073,warning_stem_collisions,41573,10.63520620,1938,903,21.45149639,20.97166624,0.03793327,0,0.00000000,9977,0.19354025,4001861,276402,0.06906837,success,257,949,-0.57379768,754,0.01908474,321,0.00812494,79,0.00199960,379,0.00959299,392,0.00992204,,,0.00650501,0.02402045,-0.01751544,0.03052546,2608,39508,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-026,0001002910,AEE,Ameren,0001002910-23-000053,2022,2023-02-22,1.0.3,0.3.0,0,0,0.00000000,91967,4016,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91246510,2.86000000,0.78886337,1.19000000,5.00000000,35382,51190,15808,0.69118969,2132,8543,warning_stem_collisions,91270,11.42157743,4016,1644,22.72659363,23.54243869,0.04026515,0,0.00000000,22132,0.19516411,9701472,616303,0.06352675,success,232,1003,-0.62429150,1005,0.01169407,451,0.00524779,232,0.00269953,1161,0.01350927,743,0.00864547,,,0.00269953,0.01167080,-0.00897127,0.01437032,4238,85941,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2022-027,0000006201,AAL,American Airlines Group,0000006201-23-000018,2022,2023-02-22,1.0.3,0.3.0,0,0,0.00000000,91343,4156,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.90435857,2.82000000,0.82811419,1.19000000,5.00000000,36177,48404,12227,0.74739691,2447,8241,warning_stem_collisions,91149,11.42025081,4156,1822,21.93190568,22.25530263,0.04118531,0,0.00000000,32511,0.26290636,6374168,605484,0.09499028,success,352,1525,-0.62493340,1239,0.01436538,633,0.00733922,289,0.00335076,915,0.01060882,938,0.01087549,,,0.00408121,0.01768136,-0.01360016,0.02176257,4953,86249,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
