company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,total_analysis_word_count,total_analysis_sentence_count,ai_sentence_count,ai_sentence_ratio,ai_detection_status,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status,report_concreteness_mean,report_concreteness_median,report_concreteness_standard_deviation,report_concreteness_min,report_concreteness_max,report_concreteness_matched_token_count,report_concreteness_eligible_token_count,report_concreteness_unmatched_token_count,report_concreteness_coverage,report_concreteness_unique_dictionary_entries,report_concreteness_stem_collision_count,report_concreteness_status,report_word_count,log_report_word_count,report_sentence_count,report_paragraph_count,report_mean_sentence_length,report_fog_index,report_numeric_token_ratio,report_ai_term_count,report_ai_terms_per_1000_words,report_table_text_word_count,report_table_text_ratio,source_html_bytes,analysis_text_bytes,analysis_text_to_html_ratio,report_control_status,report_positive_count,report_negative_count,report_net_tone,report_uncertainty_count,report_uncertainty_ratio,report_weak_modal_count,report_weak_modal_ratio,report_strong_modal_count,report_strong_modal_ratio,report_litigious_count,report_litigious_ratio,report_constraining_count,report_constraining_ratio,report_forward_looking_count,report_forward_looking_ratio,report_positive_ratio,report_negative_ratio,report_net_tone_by_words,report_sentiment_word_coverage,report_total_lm_matched_word_count,report_total_eligible_word_count,concreteness_status,lm_ai_status,lm_report_status,matching_strategy_version,concreteness_preprocessing_version
S2020-001,0000066740,MMM,3M,0001558370-21-000737,2020,2021-02-04,1.0.3,0.3.0,1,3,0.03179920,94342,4394,3,0.00068275,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,74,success,7,1,0.09459459,0.01351351,0.75000000,0.10810811,0.08108108,8,success,2.85948718,2.93000000,0.74393599,1.78000000,4.65000000,39,53,14,0.73584906,24,3,warning_stem_collisions,2.93975883,2.85000000,0.82627635,1.26000000,5.00000000,36613,50512,13899,0.72483766,2260,9205,warning_stem_collisions,95132,11.46302068,4394,1168,21.65043241,21.07655734,0.04681916,3,0.03153513,19786,0.17217494,9544083,628267,0.06582791,success,345,2515,-0.75874126,1251,0.01405934,360,0.00404585,134,0.00150596,2216,0.02490447,534,0.00600135,,,0.00387728,0.02826478,-0.02438750,0.03214205,6025,88980,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-002,0000091142,AOS,A. O. Smith,0000091142-21-000025,2020,2021-02-12,1.0.3,0.3.0,0,0,0.00000000,26738,1535,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.97726542,2.89000000,0.85321679,1.19000000,5.00000000,10700,13863,3163,0.77183871,1574,2365,warning_stem_collisions,26766,10.19488770,1535,550,17.43713355,18.67734587,0.04976463,0,0.00000000,6906,0.20509622,2588670,175545,0.06781282,success,104,477,-0.64199656,460,0.01834423,154,0.00614133,56,0.00223321,238,0.00949115,175,0.00697878,,,0.00414739,0.01902217,-0.01487478,0.02316956,1400,25076,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-003,0000874761,AES,AES Corporation,0000874761-21-000015,2020,2021-02-25,1.0.3,0.3.0,0,0,0.00000000,100462,4800,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.91210406,2.82000000,0.81333432,1.19000000,5.00000000,37998,53369,15371,0.71198636,2620,9077,warning_stem_collisions,99845,11.51137426,4800,1949,20.80104167,21.01474278,0.03952126,0,0.00000000,21768,0.17899402,7999658,661710,0.08271729,success,526,1663,-0.51941526,1515,0.01604635,561,0.00594192,258,0.00273265,1298,0.01374796,886,0.00938420,,,0.00557121,0.01761391,-0.01204271,0.02318512,5726,94414,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-004,0000732717,T,AT&T,0000732717-21-000012,2020,2021-02-25,1.0.3,0.3.0,0,0,0.00000000,56052,3016,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.94044017,2.85000000,0.83033688,1.26000000,5.00000000,21719,29498,7779,0.73628721,2147,5647,warning_stem_collisions,56009,10.93326767,3016,1105,18.57062334,20.13596993,0.04470710,0,0.00000000,17290,0.23588316,6678357,373642,0.05594819,success,288,675,-0.40186916,629,0.01190364,263,0.00497720,135,0.00255483,507,0.00959482,401,0.00758880,,,0.00545031,0.01277417,-0.00732386,0.01822448,2494,52841,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-005,0001551152,ABBV,AbbVie,0001551152-21-000008,2020,2021-02-19,1.0.3,0.3.0,0,0,0.00000000,48413,2592,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.87895219,2.74000000,0.81217752,1.19000000,5.00000000,18782,26864,8082,0.69915128,2268,4798,warning_stem_collisions,48391,10.78706913,2592,976,18.66936728,20.50814355,0.03324998,0,0.00000000,13601,0.21939928,4917702,330598,0.06722611,success,352,907,-0.44082605,824,0.01801250,351,0.00767280,136,0.00297294,676,0.01477725,350,0.00765094,,,0.00769466,0.01982687,-0.01213221,0.02752153,3016,45746,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-006,0000001800,ABT,Abbott Laboratories,0001104659-21-025751,2020,2021-02-19,1.0.3,0.3.0,0,0,0.00000000,37825,2188,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.89931437,2.81000000,0.78696122,1.30000000,5.00000000,14906,20633,5727,0.72243493,1651,3906,warning_stem_collisions,37531,10.53292254,2188,807,17.15310786,19.85681790,0.05203698,0,0.00000000,14598,0.28003606,4280199,255025,0.05958251,success,169,558,-0.53507565,571,0.01634511,185,0.00529570,85,0.00243316,373,0.01067728,293,0.00838724,,,0.00483769,0.01597298,-0.01113528,0.02081067,1907,34934,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-007,0001467373,ACN,Accenture,0001467373-20-000376,2020,2020-10-22,1.0.3,0.3.0,1,6,0.15669069,38292,1969,6,0.00304723,success,1,0.00357143,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,280,success,10,1,0.03571429,0.00357143,0.81818182,0.03928571,0.03214286,12,success,2.90687075,2.77000000,0.78748355,1.63000000,4.93000000,147,196,49,0.75000000,99,39,warning_stem_collisions,2.82204704,2.72000000,0.79064257,1.19000000,4.97000000,14880,19645,4765,0.75744464,1860,3678,warning_stem_collisions,38313,10.55354454,1969,749,19.45810056,20.64543396,0.03126876,6,0.15660481,11559,0.23177334,4379363,255597,0.05836397,success,360,828,-0.39393939,795,0.02161560,444,0.01207211,73,0.00198483,528,0.01435602,294,0.00799369,,,0.00978819,0.02251285,-0.01272465,0.03230104,2755,36779,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-008,0000796343,ADBE,Adobe Inc.,0000796343-21-000004,2020,2021-01-15,1.0.3,0.3.0,1,49,0.85190723,57518,2742,33,0.01203501,success,18,0.01451613,5,0.00403226,9,0.00725806,6,0.00483871,0,0.00000000,1240,success,40,14,0.03225806,0.01129032,0.48148148,0.04354839,0.02096774,79,success,3.07996454,2.96000000,0.91278469,1.30000000,5.00000000,564,785,221,0.71847134,272,138,warning_stem_collisions,2.93094942,2.83000000,0.83700106,1.19000000,5.00000000,23351,31124,7773,0.75025704,2505,6064,warning_stem_collisions,57446,10.95860066,2742,1241,20.95040117,20.67361428,0.02800891,49,0.85297497,8678,0.13123828,3594607,390728,0.10869839,success,623,984,-0.22464219,886,0.01609914,439,0.00797689,101,0.00183523,490,0.00890359,356,0.00646873,,,0.01132027,0.01787986,-0.00655958,0.02920013,3264,55034,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-009,0000002488,AMD,Advanced Micro Devices,0001628280-21-001185,2020,2021-01-29,1.0.3,0.3.0,1,15,0.30604125,49013,2216,13,0.00586643,success,0,0.00000000,0,0.00000000,0,0.00000000,0,0.00000000,2,0.00597015,335,success,1,0,0.00298507,0.00000000,1.00000000,0.00298507,0.00298507,3,success,3.24040268,3.18000000,0.80419527,1.41000000,4.70000000,149,209,60,0.71291866,85,23,warning_stem_collisions,2.92993056,2.85000000,0.83673012,1.19000000,5.00000000,18720,25665,6945,0.72939801,2153,4539,warning_stem_collisions,49008,10.79973883,2216,885,22.11552347,20.68855369,0.03209680,15,0.30607248,8222,0.14366591,2403831,323755,0.13468293,success,367,1202,-0.53218611,894,0.01915167,524,0.01122536,148,0.00317052,488,0.01045416,362,0.00775493,,,0.00786204,0.02574979,-0.01788775,0.03361183,3219,46680,warning_stem_collisions,success,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
S2020-010,0000004977,AFL,Aflac,0000004977-21-000047,2020,2021-02-23,1.0.3,0.3.0,0,0,0.00000000,77912,4151,0,0.00000000,success,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,,,,,,0,0,0,,0,0,warning_denominator_zero,2.92170603,2.79000000,0.84374951,1.19000000,5.00000000,31119,42525,11406,0.73178131,2258,7470,warning_stem_collisions,78290,11.26817516,4151,1724,18.86051554,21.24503742,0.03241793,0,0.00000000,26810,0.25509039,9978706,522051,0.05231650,success,396,1272,-0.52517986,1253,0.01692740,405,0.00547135,187,0.00252628,629,0.00849747,467,0.00630894,,,0.00534976,0.01718408,-0.01183432,0.02253384,3945,74022,warning_denominator_zero,warning_denominator_zero,success,exact-then-unique-porter-1.0.0,baek-smart-porter-1.0.0
