company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_concreteness_mean,ai_concreteness_median,ai_concreteness_standard_deviation,ai_concreteness_min,ai_concreteness_max,ai_concreteness_matched_token_count,ai_concreteness_eligible_token_count,ai_concreteness_unmatched_token_count,ai_concreteness_coverage,ai_concreteness_unique_dictionary_entries,ai_concreteness_stem_collision_count,ai_concreteness_status
S2020-001,0000066740,MMM,3M,0001558370-21-000737,2020,2021-02-04,1.0.3,0.3.0,2.85948717948718,2.93,0.7439359936554671,1.78,4.65,39,53,14,0.7358490566037735,24,3,warning_stem_collisions
S2020-002,0000091142,AOS,A. O. Smith,0000091142-21-000025,2020,2021-02-12,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-003,0000874761,AES,AES Corporation,0000874761-21-000015,2020,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-004,0000732717,T,AT&T,0000732717-21-000012,2020,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-005,0001551152,ABBV,AbbVie,0001551152-21-000008,2020,2021-02-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-006,0000001800,ABT,Abbott Laboratories,0001104659-21-025751,2020,2021-02-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-007,0001467373,ACN,Accenture,0001467373-20-000376,2020,2020-10-22,1.0.3,0.3.0,2.90687074829932,2.77,0.7874835514715312,1.63,4.93,147,196,49,0.75,99,39,warning_stem_collisions
S2020-008,0000796343,ADBE,Adobe Inc.,0000796343-21-000004,2020,2021-01-15,1.0.3,0.3.0,3.079964539007092,2.96,0.9127846872441171,1.3,5.0,564,785,221,0.7184713375796178,272,138,warning_stem_collisions
S2020-009,0000002488,AMD,Advanced Micro Devices,0001628280-21-001185,2020,2021-01-29,1.0.3,0.3.0,3.240402684563758,3.18,0.8041952742881694,1.41,4.7,149,209,60,0.7129186602870813,85,23,warning_stem_collisions
S2020-010,0000004977,AFL,Aflac,0000004977-21-000047,2020,2021-02-23,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-011,0001090872,A,Agilent Technologies,0001090872-20-000020,2020,2020-12-18,1.0.3,0.3.0,3.0445,2.98,0.7844359438475522,1.75,4.69,40,47,7,0.851063829787234,37,3,warning_stem_collisions
S2020-012,0000002969,APD,Air Products,0000002969-20-000049,2020,2020-11-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-013,0001086222,AKAM,Akamai Technologies,0001086222-21-000075,2020,2021-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-014,0000766421,ALK,Alaska Air Group,0000766421-21-000018,2020,2021-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-015,0000915913,ALB,Albemarle Corporation,0000915913-21-000018,2020,2021-02-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-016,0001035443,ARE,Alexandria Real Estate Equities,0001035443-21-000044,2020,2021-02-01,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-017,0001097149,ALGN,Align Technology,0001097149-21-000007,2020,2021-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-018,0001579241,ALLE,Allegion,0001579241-21-000020,2020,2021-02-16,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-019,0000352541,LNT,Alliant Energy,0000352541-21-000022,2020,2021-02-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-020,0000899051,ALL,Allstate,0000899051-21-000011,2020,2021-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-021,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-21-000010,2020,2021-02-03,1.0.3,0.3.0,2.9818934911242603,2.96,0.9090550203788424,1.3,4.83,169,216,47,0.7824074074074074,119,34,warning_stem_collisions
S2020-022,0000764180,MO,Altria,0000764180-21-000037,2020,2021-02-26,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-023,0001018724,AMZN,Amazon,0001018724-21-000004,2020,2021-02-03,1.0.3,0.3.0,2.9925,3.14,0.7205485261739341,1.62,4.37,84,125,41,0.672,49,33,warning_stem_collisions
S2020-024,0001748790,AMCR,Amcor,0001748790-20-000025,2020,2020-08-27,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-025,0001002910,AEE,Ameren,0001002910-21-000065,2020,2021-02-22,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-026,0000006201,AAL,American Airlines Group,0000006201-21-000014,2020,2021-02-17,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-027,0000004904,AEP,American Electric Power,0000004904-21-000010,2020,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-028,0000004962,AXP,American Express,0000004962-21-000013,2020,2021-02-12,1.0.3,0.3.0,2.914540540540541,2.87,0.7511144366906505,1.52,4.9,185,238,53,0.7773109243697479,125,41,warning_stem_collisions
S2020-029,0000005272,AIG,American International Group,0001104659-21-025742,2020,2021-02-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-030,0001053507,AMT,American Tower,0001053507-21-000026,2020,2021-02-25,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-031,0001410636,AWK,American Water Works,0001410636-21-000101,2020,2021-02-24,1.0.3,0.3.0,3.0549999999999997,2.96,0.7653564232078114,1.67,5.0,22,28,6,0.7857142857142857,19,5,warning_stem_collisions
S2020-032,0000820027,AMP,Ameriprise Financial,0000820027-21-000012,2020,2021-02-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-033,0001140859,ABC,AmerisourceBergen,0001140859-20-000050,2020,2020-11-19,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-034,0001037868,AME,Ametek,0001037868-21-000007,2020,2021-02-18,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-035,0000318154,AMGN,Amgen,0000318154-21-000010,2020,2021-02-09,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-036,0000820313,APH,Amphenol,0001558370-21-000881,2020,2021-02-10,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
S2020-037,0000006281,ADI,Analog Devices,0000006281-20-000156,2020,2020-11-24,1.0.3,0.3.0,,,,,,0,0,0,,0,0,warning_denominator_zero
