company_id,cik,ticker,company_name,accession_number,report_year,filing_date,parser_version,language_measurement_version,ai_uncertainty_count,ai_uncertainty_ratio,ai_litigious_count,ai_litigious_ratio,ai_weak_modal_count,ai_weak_modal_ratio,ai_strong_modal_count,ai_strong_modal_ratio,ai_constraining_count,ai_constraining_ratio,ai_total_eligible_word_count,uncertainty_status,ai_positive_count,ai_negative_count,ai_positive_ratio,ai_negative_ratio,ai_net_tone,ai_sentiment_word_coverage,ai_net_tone_by_words,ai_total_lm_matched_word_count,sentiment_status,lm_ai_status
S2020-001,0000066740,MMM,3M,0001558370-21-000737,2020,2021-02-04,1.0.3,0.3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,success,7,1,0.0945945945945946,0.013513513513513514,0.75,0.10810810810810811,0.08108108108108109,8,success,success
S2020-002,0000091142,AOS,A. O. Smith,0000091142-21-000025,2020,2021-02-12,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-003,0000874761,AES,AES Corporation,0000874761-21-000015,2020,2021-02-25,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-004,0000732717,T,AT&T,0000732717-21-000012,2020,2021-02-25,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-005,0001551152,ABBV,AbbVie,0001551152-21-000008,2020,2021-02-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-006,0000001800,ABT,Abbott Laboratories,0001104659-21-025751,2020,2021-02-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-007,0001467373,ACN,Accenture,0001467373-20-000376,2020,2020-10-22,1.0.3,0.3.0,1,0.0035714285714285713,0,0.0,0,0.0,0,0.0,0,0.0,280,success,10,1,0.03571428571428571,0.0035714285714285713,0.8181818181818182,0.039285714285714285,0.03214285714285714,12,success,success
S2020-008,0000796343,ADBE,Adobe Inc.,0000796343-21-000004,2020,2021-01-15,1.0.3,0.3.0,18,0.014516129032258065,5,0.004032258064516129,9,0.007258064516129033,6,0.004838709677419355,0,0.0,1240,success,40,14,0.03225806451612903,0.01129032258064516,0.48148148148148145,0.043548387096774194,0.020967741935483872,79,success,success
S2020-009,0000002488,AMD,Advanced Micro Devices,0001628280-21-001185,2020,2021-01-29,1.0.3,0.3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.005970149253731343,335,success,1,0,0.0029850746268656717,0.0,1.0,0.0029850746268656717,0.0029850746268656717,3,success,success
S2020-010,0000004977,AFL,Aflac,0000004977-21-000047,2020,2021-02-23,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-011,0001090872,A,Agilent Technologies,0001090872-20-000020,2020,2020-12-18,1.0.3,0.3.0,0,0.0,0,0.0,0,0.0,1,0.013888888888888888,0,0.0,72,success,1,0,0.013888888888888888,0.0,1.0,0.013888888888888888,0.013888888888888888,2,success,success
S2020-012,0000002969,APD,Air Products,0000002969-20-000049,2020,2020-11-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-013,0001086222,AKAM,Akamai Technologies,0001086222-21-000075,2020,2021-02-26,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-014,0000766421,ALK,Alaska Air Group,0000766421-21-000018,2020,2021-02-26,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-015,0000915913,ALB,Albemarle Corporation,0000915913-21-000018,2020,2021-02-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-016,0001035443,ARE,Alexandria Real Estate Equities,0001035443-21-000044,2020,2021-02-01,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-017,0001097149,ALGN,Align Technology,0001097149-21-000007,2020,2021-02-26,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-018,0001579241,ALLE,Allegion,0001579241-21-000020,2020,2021-02-16,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-019,0000352541,LNT,Alliant Energy,0000352541-21-000022,2020,2021-02-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-020,0000899051,ALL,Allstate,0000899051-21-000011,2020,2021-02-22,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-021,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-21-000010,2020,2021-02-03,1.0.3,0.3.0,3,0.007853403141361256,2,0.005235602094240838,3,0.007853403141361256,3,0.007853403141361256,1,0.002617801047120419,382,success,14,6,0.03664921465968586,0.015706806282722512,0.4,0.05235602094240838,0.020942408376963352,28,success,success
S2020-022,0000764180,MO,Altria,0000764180-21-000037,2020,2021-02-26,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-023,0001018724,AMZN,Amazon,0001018724-21-000004,2020,2021-02-03,1.0.3,0.3.0,1,0.005076142131979695,4,0.02030456852791878,0,0.0,2,0.01015228426395939,0,0.0,197,success,6,0,0.030456852791878174,0.0,1.0,0.030456852791878174,0.030456852791878174,12,success,success
S2020-024,0001748790,AMCR,Amcor,0001748790-20-000025,2020,2020-08-27,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-025,0001002910,AEE,Ameren,0001002910-21-000065,2020,2021-02-22,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-026,0000006201,AAL,American Airlines Group,0000006201-21-000014,2020,2021-02-17,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-027,0000004904,AEP,American Electric Power,0000004904-21-000010,2020,2021-02-25,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
S2020-028,0000004962,AXP,American Express,0000004962-21-000013,2020,2021-02-12,1.0.3,0.3.0,7,0.017456359102244388,5,0.012468827930174564,4,0.00997506234413965,2,0.004987531172069825,3,0.007481296758104738,401,success,6,8,0.014962593516209476,0.0199501246882793,-0.14285714285714285,0.034912718204488775,-0.004987531172069825,27,success,success
S2020-029,0000005272,AIG,American International Group,0001104659-21-025742,2020,2021-02-19,1.0.3,0.3.0,,,,,,,,,,,0,warning_denominator_zero,,,,,,,,,warning_denominator_zero,warning_denominator_zero
