company_id,cik,ticker,company_name,accession_number,report_year,filing_date,ai_disclosure_binary,ai_term_count,ai_terms_per_1000_words,ai_sentence_count,ai_sentence_ratio,total_analysis_word_count,total_analysis_sentence_count,ai_detection_status
S2020-001,0000066740,MMM,3M,0001558370-21-000737,2020,2021-02-04,1,3,0.03179919866019376,3,0.0006827492034592626,94342,4394,success
S2020-002,0000091142,AOS,A. O. Smith,0000091142-21-000025,2020,2021-02-12,0,0,0.0,0,0.0,26738,1535,success
S2020-003,0000874761,AES,AES Corporation,0000874761-21-000015,2020,2021-02-25,0,0,0.0,0,0.0,100462,4800,success
S2020-004,0000732717,T,AT&T,0000732717-21-000012,2020,2021-02-25,0,0,0.0,0,0.0,56052,3016,success
S2020-005,0001551152,ABBV,AbbVie,0001551152-21-000008,2020,2021-02-19,0,0,0.0,0,0.0,48413,2592,success
S2020-006,0000001800,ABT,Abbott Laboratories,0001104659-21-025751,2020,2021-02-19,0,0,0.0,0,0.0,37825,2188,success
S2020-007,0001467373,ACN,Accenture,0001467373-20-000376,2020,2020-10-22,1,6,0.15669069257286117,6,0.0030472320975114273,38292,1969,success
S2020-008,0000796343,ADBE,Adobe Inc.,0000796343-21-000004,2020,2021-01-15,1,49,0.8519072290413435,33,0.012035010940919038,57518,2742,success
S2020-009,0000002488,AMD,Advanced Micro Devices,0001628280-21-001185,2020,2021-01-29,1,15,0.30604125436108787,13,0.0058664259927797835,49013,2216,success
S2020-010,0000004977,AFL,Aflac,0000004977-21-000047,2020,2021-02-23,0,0,0.0,0,0.0,77912,4151,success
S2020-011,0001090872,A,Agilent Technologies,0001090872-20-000020,2020,2020-12-18,1,3,0.05016722408026756,2,0.000691085003455425,59800,2894,success
S2020-012,0000002969,APD,Air Products,0000002969-20-000049,2020,2020-11-19,0,0,0.0,0,0.0,50003,2621,success
S2020-013,0001086222,AKAM,Akamai Technologies,0001086222-21-000075,2020,2021-02-26,0,0,0.0,0,0.0,44420,2020,success
S2020-014,0000766421,ALK,Alaska Air Group,0000766421-21-000018,2020,2021-02-26,0,0,0.0,0,0.0,43817,2251,success
S2020-015,0000915913,ALB,Albemarle Corporation,0000915913-21-000018,2020,2021-02-19,0,0,0.0,0,0.0,62845,2894,success
S2020-016,0001035443,ARE,Alexandria Real Estate Equities,0001035443-21-000044,2020,2021-02-01,0,0,0.0,0,0.0,99569,4249,success
S2020-017,0001097149,ALGN,Align Technology,0001097149-21-000007,2020,2021-02-26,0,0,0.0,0,0.0,54698,2397,success
S2020-018,0001579241,ALLE,Allegion,0001579241-21-000020,2020,2021-02-16,0,0,0.0,0,0.0,43439,2113,success
S2020-019,0000352541,LNT,Alliant Energy,0000352541-21-000022,2020,2021-02-19,0,0,0.0,0,0.0,50591,2582,success
S2020-020,0000899051,ALL,Allstate,0000899051-21-000011,2020,2021-02-22,0,0,0.0,0,0.0,122251,6003,success
S2020-021,0001652044,GOOGL|GOOG,Alphabet Inc. (Class A)|Alphabet Inc. (Class C),0001652044-21-000010,2020,2021-02-03,1,17,0.38216846885326977,14,0.006183745583038869,44483,2264,success
S2020-022,0000764180,MO,Altria,0000764180-21-000037,2020,2021-02-26,0,0,0.0,0,0.0,70880,3180,success
S2020-023,0001018724,AMZN,Amazon,0001018724-21-000004,2020,2021-02-03,1,7,0.2208271554307707,5,0.003107520198881293,31699,1609,success
S2020-024,0001748790,AMCR,Amcor,0001748790-20-000025,2020,2020-08-27,0,0,0.0,0,0.0,43794,2087,success
S2020-025,0001002910,AEE,Ameren,0001002910-21-000065,2020,2021-02-22,0,0,0.0,0,0.0,81751,3783,success
S2020-026,0000006201,AAL,American Airlines Group,0000006201-21-000014,2020,2021-02-17,0,0,0.0,0,0.0,106653,4681,success
S2020-027,0000004904,AEP,American Electric Power,0000004904-21-000010,2020,2021-02-25,0,0,0.0,0,0.0,123640,7402,success
S2020-028,0000004962,AXP,American Express,0000004962-21-000013,2020,2021-02-12,1,11,0.15331651497623594,7,0.0022920759659463,71747,3054,success
S2020-029,0000005272,AIG,American International Group,0001104659-21-025742,2020,2021-02-19,0,0,0.0,0,0.0,173060,8054,success
S2020-030,0001053507,AMT,American Tower,0001053507-21-000026,2020,2021-02-25,0,0,0.0,0,0.0,65009,2798,success
S2020-031,0001410636,AWK,American Water Works,0001410636-21-000101,2020,2021-02-24,1,1,0.013683634373289545,1,0.000315059861373661,73080,3174,success
S2020-032,0000820027,AMP,Ameriprise Financial,0000820027-21-000012,2020,2021-02-24,0,0,0.0,0,0.0,92897,4231,success
S2020-033,0001140859,ABC,AmerisourceBergen,0001140859-20-000050,2020,2020-11-19,0,0,0.0,0,0.0,50019,2157,success
S2020-034,0001037868,AME,Ametek,0001037868-21-000007,2020,2021-02-18,0,0,0.0,0,0.0,32387,1805,success
S2020-035,0000318154,AMGN,Amgen,0000318154-21-000010,2020,2021-02-09,0,0,0.0,0,0.0,76876,3536,success
S2020-036,0000820313,APH,Amphenol,0001558370-21-000881,2020,2021-02-10,0,0,0.0,0,0.0,60363,2582,success
S2020-037,0000006281,ADI,Analog Devices,0000006281-20-000156,2020,2020-11-24,0,0,0.0,0,0.0,49764,2377,success
S2020-038,0001156039,ANTM,Anthem,0001156039-21-000012,2020,2021-02-18,0,0,0.0,0,0.0,79592,3557,success
S2020-039,0000315293,AON,Aon plc,0001628280-21-002574,2020,2021-02-19,0,0,0.0,0,0.0,53293,2512,success
S2020-040,0000320193,AAPL,Apple Inc.,0000320193-20-000096,2020,2020-10-30,0,0,0.0,0,0.0,30294,1496,success
S2020-041,0000006951,AMAT,Applied Materials,0000006951-20-000048,2020,2020-12-11,1,2,0.04924895345973898,2,0.0010075566750629723,40610,1985,success
S2020-042,0001521332,APTV,Aptiv,0001521332-21-000009,2020,2021-02-08,1,2,0.0299356383774884,2,0.000667334000667334,66810,2997,success
S2020-043,0000007084,ADM,Archer Daniels Midland,0000007084-21-000008,2020,2021-02-18,0,0,0.0,0,0.0,47488,2461,success
S2020-044,0001596532,ANET,Arista Networks,0001596532-21-000049,2020,2021-02-19,1,10,0.18067826621135744,8,0.003296250515039143,55347,2427,success
S2020-045,0000354190,AJG,Arthur J. Gallagher & Co.,0001564590-21-004555,2020,2021-02-08,1,4,0.07068261737732148,3,0.0010779734099892202,56591,2783,success
S2020-046,0001267238,AIZ,Assurant,0001267238-21-000010,2020,2021-02-19,0,0,0.0,0,0.0,90877,4040,success
S2020-047,0000731802,ATO,Atmos Energy,0000731802-20-000040,2020,2020-11-13,0,0,0.0,0,0.0,32007,1848,success
S2020-048,0000866787,AZO,AutoZone,0001558370-20-011748,2020,2020-10-26,0,0,0.0,0,0.0,43600,2109,success
S2020-049,0000769397,ADSK,Autodesk,0000769397-20-000013,2020,2020-03-19,0,0,0.0,0,0.0,49656,2569,success
S2020-050,0000008670,ADP,Automatic Data Processing,0000008670-20-000032,2020,2020-08-05,1,4,0.10537963011749829,3,0.001651073197578426,37958,1817,success
S2020-051,0000915912,AVB,AvalonBay Communities,0000915912-21-000004,2020,2021-02-25,0,0,0.0,0,0.0,47851,2201,success
S2020-052,0001037540,BXP,"BXP, Inc.",0001656423-21-000006,2020,2021-02-26,0,0,0.0,0,0.0,90937,3828,success
S2020-053,0001701605,BKR,Baker Hughes,0001701605-21-000026,2020,2021-02-25,1,45,0.9069106592232814,26,0.0101364522417154,49619,2565,success
S2020-054,0000009389,BLL,Ball Corporation,0001558370-21-001121,2020,2021-02-17,0,0,0.0,0,0.0,52988,2626,success
S2020-055,0000070858,BAC,Bank of America,0000070858-21-000023,2020,2021-02-24,1,4,0.031145856043853365,3,0.0005249343832020997,128428,5715,success
S2020-056,0001390777,BK,Bank of New York Mellon,0001390777-21-000037,2020,2021-02-25,0,0,0.0,0,0.0,5915,621,success
S2020-057,0000010456,BAX,Baxter International,0001628280-21-001867,2020,2021-02-11,0,0,0.0,0,0.0,52241,2517,success
S2020-058,0000010795,BDX,Becton Dickinson,0000010795-20-000055,2020,2020-11-25,0,0,0.0,0,0.0,45173,2404,success
S2020-059,0001067983,BRK-B,Berkshire Hathaway,0001564590-21-009611,2020,2021-03-01,0,0,0.0,0,0.0,57274,3183,success
S2020-060,0000764478,BBY,Best Buy,0000764478-20-000017,2020,2020-03-23,0,0,0.0,0,0.0,37931,1998,success
S2020-061,0000012208,BIO,Bio-Rad Laboratories,0000012208-21-000012,2020,2021-02-16,0,0,0.0,0,0.0,37427,1767,success
S2020-062,0000875045,BIIB,Biogen,0000875045-21-000010,2020,2021-02-03,0,0,0.0,0,0.0,85773,4382,success
S2020-063,0000012927,BA,Boeing,0000012927-21-000011,2020,2021-02-01,0,0,0.0,0,0.0,58387,2834,success
S2020-064,0001075531,BKNG,Booking Holdings,0001075531-21-000019,2020,2021-02-24,1,3,0.03758691975192633,3,0.0009943652635067948,79815,3017,success
S2020-065,0000908255,BWA,BorgWarner,0000908255-21-000008,2020,2021-02-22,0,0,0.0,0,0.0,46598,2295,success
S2020-066,0000885725,BSX,Boston Scientific,0000885725-21-000008,2020,2021-02-23,0,0,0.0,0,0.0,72477,3185,success
S2020-067,0000014272,BMY,Bristol Myers Squibb,0000014272-21-000066,2020,2021-02-10,0,0,0.0,0,0.0,63653,3208,success
