report_year,company_id,source_company_id,ticker,company_name,cik,accession_number,r2_object_key,r2_html_bytes,r2_sha256,drive_year_folder_id,drive_sample_folder_id,drive_html_folder_id,drive_raw_folder_id,drive_cik_folder_id,drive_file_id,drive_file_name,drive_mime_type,drive_size,drive_sha256_app_property,migration_status,verification_status,migrated_at_utc,error_type,error_message,drive_layout
2006,,,,,0000047111,0001193125-07-037921,2006/sample_503/html/raw/0000047111/0001193125-07-037921.html,1623016,b0c77ecb892b872e4ce8498112e61cb111f9c5357ed3727567ef2add1f778cb2,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1QHXslhypFnlsEYON-_TNEl4j_TNn4yP4,128flcP-ORI-006HsJ5t1M9-CDAIy2B11,0001193125-07-037921.html,text/html,1623016,b0c77ecb892b872e4ce8498112e61cb111f9c5357ed3727567ef2add1f778cb2,uploaded,verified_size_and_sha,2026-08-06T11:51:34.254841+00:00,,,legacy_nested
2006,,,,,0000063754,0001104659-07-005348,2006/sample_503/html/raw/0000063754/0001104659-07-005348.html,268893,24e3cb50dd314b0c4612f3ca67e0aa745cf7efdf01d85b056e184bc49a187609,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1BlXSxa3VCtzv0dDXl852fo8FqS0tsINj,1cSUmAjkF5HbWQbR3nX-5NdReLtynnSY6,0001104659-07-005348.html,text/html,268893,24e3cb50dd314b0c4612f3ca67e0aa745cf7efdf01d85b056e184bc49a187609,uploaded,verified_size_and_sha,2026-08-06T11:51:31.395865+00:00,,,legacy_nested
2006,,,,,0000100885,0001193125-07-038387,2006/sample_503/html/raw/0000100885/0001193125-07-038387.html,1282342,2ff1bcaf291eb96c31da47c1ce601a81da048238f28d6603cb4b6331355c667c,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1qZTcxJVguQrU2lcaIl7eOyyNVf3UY7c3,1QAbZF-f6llHmY9pQsMHnTthulmuLmfHy,0001193125-07-038387.html,text/html,1282342,2ff1bcaf291eb96c31da47c1ce601a81da048238f28d6603cb4b6331355c667c,uploaded,verified_size_and_sha,2026-08-06T11:51:35.183120+00:00,,,legacy_nested
2006,,,,,0000313616,0001193125-07-043522,2006/sample_503/html/raw/0000313616/0001193125-07-043522.html,1352448,b68d3db9434f67924608b5af7490ea309643a0353effac0de57368e253fb78e1,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1VijjWkjssLU5WehE_ZqqqZ2iiOYfIF-e,1iHLBtjXHpfaAfYLjS5IxA573cbmm1w6A,0001193125-07-043522.html,text/html,1352448,b68d3db9434f67924608b5af7490ea309643a0353effac0de57368e253fb78e1,uploaded,verified_size_and_sha,2026-08-06T11:51:32.687128+00:00,,,legacy_nested
2006,,,,,0000315213,0001193125-07-038451,2006/sample_503/html/raw/0000315213/0001193125-07-038451.html,693186,db06e082be3b84995bb2288b885b0a8705e7751185c258eb38e485ff4fe76651,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,15cf8BlOJcA1MFmIMyHr5FyIYMeuBPSlo,1tRanVUL2z6vb0__mcCXfVFeCUc-oj35k,0001193125-07-038451.html,text/html,693186,db06e082be3b84995bb2288b885b0a8705e7751185c258eb38e485ff4fe76651,uploaded,verified_size_and_sha,2026-08-06T11:51:33.515077+00:00,,,legacy_nested
2006,,,,,0000821189,0000821189-07-000056,2006/sample_503/html/raw/0000821189/0000821189-07-000056.html,1256011,ac985d3c137377b53375cd9c3f46c158dd07bcd126ae81d51dda0b70352e7bc3,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1YJq3mZguzwMKWn9QJ9C0Q0MeqqB5jCB6,1wiMmYerlwFF5_X6ypR7gt1UHPfPNL09u,0000821189-07-000056.html,text/html,1256011,ac985d3c137377b53375cd9c3f46c158dd07bcd126ae81d51dda0b70352e7bc3,uploaded,verified_size_and_sha,2026-08-06T11:51:36.658330+00:00,,,legacy_nested
2006,,,,,0000858877,0001193125-06-192133,2006/sample_503/html/raw/0000858877/0001193125-06-192133.html,333382,715cc60c10151e5bafe7dde3b519a1f51fc4a01692c675dda1bb723227dc4d04,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1yfR6V95IQL20b24aO8_oQIErYGWgooLD,1tf3_Pwrh4nblz-AWcccGOWEDhYOsU4xU,0001193125-06-192133.html,text/html,333382,715cc60c10151e5bafe7dde3b519a1f51fc4a01692c675dda1bb723227dc4d04,uploaded,verified_size_and_sha,2026-08-06T11:51:36.970166+00:00,,,legacy_nested
2006,,,,,0000885639,0001193125-06-058252,2006/sample_503/html/raw/0000885639/0001193125-06-058252.html,782957,315d378eae7ab2fb9c2539e93b3d3046a4a6a7dc5c6c15391333222ba1a389d6,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1pwMJjeDxyJ7bomb_wKGImRBNa7_3BWES,1eVz26WrnVQAwn84oPnbQcp2LqyKqyt5s,0001193125-06-058252.html,text/html,782957,315d378eae7ab2fb9c2539e93b3d3046a4a6a7dc5c6c15391333222ba1a389d6,uploaded,verified_size_and_sha,2026-08-06T11:51:37.867199+00:00,,,legacy_nested
2006,,,,,0000896878,0000950134-06-017817,2006/sample_503/html/raw/0000896878/0000950134-06-017817.html,1191135,ecd35a8053bde8eb05e9830ed242c440957855426b13d7f3537c6b17bfa80ca8,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,1SfaJ64PK0snfgDf57cYJisP5xPZkIVC2,1ugGDWt_XmjbeLAJmTYdAGrdrhrm2n2PU,0000950134-06-017817.html,text/html,1191135,ecd35a8053bde8eb05e9830ed242c440957855426b13d7f3537c6b17bfa80ca8,uploaded,verified_size_and_sha,2026-08-06T11:51:38.873126+00:00,,,legacy_nested
2006,,,,,0001018724,0001193125-07-034081,2006/sample_503/html/raw/0001018724/0001193125-07-034081.html,1333542,748f0c97e4691b903f6a3d124cd3aa44006953bb4a2959ea6d491753fd7f7fca,1G1UGq1G4TaJbo1l_RhUqgVCr8Z_kGODE,1jZmPUQfFYOBMHyL4fvMSXkO1AsxIxTzh,1S_ikAv9mvFEh9bZ0pUCHimamZ9rHXevh,1KdVxlLMZ_Flh2kCDxHqls4henm78qECN,16EEBT8AILO0mpLXUWhv1MtYaXQBmbfaD,17nqp8FbPKHTzcfVg2HKsTvxA9ZZKQ60O,0001193125-07-034081.html,text/html,1333542,748f0c97e4691b903f6a3d124cd3aa44006953bb4a2959ea6d491753fd7f7fca,uploaded,verified_size_and_sha,2026-08-06T11:51:39.622271+00:00,,,legacy_nested
